net,n,scheme,p,reachable,nodes,delta_T,depth,tree_frame,frame_len,energy_uC,duty_b,radio_on,latency,latency_p95,wasted,granted,removal,service,failed,delayed,pdr
12,150,csma,0.2,1.0,150,13,6,23,23.0,1686.9811060402687,1.0,23.0,29.533652203621454,114.0,nan,nan,nan,nan,0,0.0,0.7893743257820928
13,150,csma,0.2,1.0,150,12,8,19,19.0,1500.811895302014,1.0,19.0,46.460717749757514,119.0,nan,nan,nan,nan,0,0.0,0.8292225201072386
14,150,csma,0.2,1.0,150,12,6,20,20.0,1545.5955409395976,1.0,20.0,44.34180312441182,118.0,nan,nan,nan,nan,0,0.0,0.7099144842330305
15,150,csma,0.2,0.9933333333333333,149,10,7,21,21.0,1596.860810810811,1.0,21.0,40.737442560608464,117.0,nan,nan,nan,nan,0,0.0,0.8551490514905149
16,150,csma,0.2,1.0,150,9,9,24,24.0,1758.9920778523492,1.0,24.0,41.75836903062034,119.0,nan,nan,nan,nan,0,0.0,0.8352769679300291
17,150,csma,0.2,0.9866666666666667,148,11,8,19,19.0,1505.0493197278915,1.0,19.0,45.88730107177655,118.0,nan,nan,nan,nan,0,0.0,0.8316002700877785
18,150,csma,0.2,1.0,150,12,7,18,18.0,1450.8080939597319,1.0,18.0,54.95351137487636,203.0,nan,nan,nan,nan,0,0.0,0.8124832574336994
19,150,csma,0.2,1.0,150,8,8,20,20.0,1554.199567785235,1.0,20.0,42.17908375751966,117.0,nan,nan,nan,nan,0,0.0,0.8766734279918864
20,150,csma,0.2,0.9733333333333334,146,12,7,23,23.0,1689.4073820689655,1.0,23.0,31.506044905008636,114.0,nan,nan,nan,nan,0,0.0,0.8757046610752097
21,150,csma,0.2,1.0,150,11,7,21,21.0,1589.5869100671146,1.0,21.0,35.73112541202323,115.0,nan,nan,nan,nan,0,0.0,0.8673927842069435
22,150,csma,0.2,1.0,150,15,8,21,21.0,1597.978083221477,1.0,21.0,34.78748821125432,115.0,nan,nan,nan,nan,0,0.0,0.8453361679511029
23,150,csma,0.2,0.9933333333333333,149,11,6,19,19.0,1499.4895810810815,1.0,19.0,45.10973751058425,118.0,nan,nan,nan,nan,0,0.0,0.8058133187772926
24,150,csma,0.2,1.0,150,12,7,20,20.0,1543.4647651006715,1.0,20.0,43.344854923101316,119.0,nan,nan,nan,nan,0,0.0,0.8570457942655252
25,150,csma,0.2,1.0,150,8,8,20,20.0,1546.7335624161078,1.0,20.0,40.81781122608968,116.0,nan,nan,nan,nan,0,0.0,0.8607287449392712
26,150,csma,0.2,1.0,150,11,7,19,19.0,1505.686155704698,1.0,19.0,48.495616132631916,119.0,nan,nan,nan,nan,0,0.0,0.8364
27,150,csma,0.2,1.0,150,11,7,22,22.0,1639.6808671140943,1.0,22.0,37.877666248431616,116.0,nan,nan,nan,nan,0,0.0,0.872946330777656
28,150,csma,0.2,1.0,150,15,7,21,21.0,1598.200459060403,1.0,21.0,39.36089577950043,117.0,nan,nan,nan,nan,0,0.0,0.7668428005284016
29,150,csma,0.2,1.0,150,14,6,19,19.0,1503.7696241610743,1.0,19.0,48.26017066878349,119.0,nan,nan,nan,nan,0,0.0,0.6811300351446337
30,150,csma,0.2,0.98,147,14,6,21,21.0,1596.9467068493154,1.0,21.0,32.929561200923786,115.0,nan,nan,nan,nan,0,0.0,0.7136382365059745
31,150,csma,0.2,1.0,150,15,6,22,22.0,1646.3853261744969,1.0,22.0,33.788217623498,116.44999999999982,nan,nan,nan,nan,0,0.0,0.8031095027476209
32,150,csma,0.2,1.0,150,11,7,18,18.0,1448.1333986577183,1.0,18.0,47.624039610722214,118.0,nan,nan,nan,nan,0,0.0,0.7788563829787234
33,150,csma,0.2,1.0,150,11,7,20,20.0,1549.1402281879198,1.0,20.0,38.74614869390489,118.0,nan,nan,nan,nan,0,0.0,0.7990366604227991
34,150,csma,0.2,0.9866666666666667,148,15,7,19,19.0,1502.6649469387758,1.0,19.0,45.00367511944138,119.0,nan,nan,nan,nan,0,0.0,0.7370987403494514
35,150,csma,0.2,1.0,150,10,7,20,20.0,1545.0769557046983,1.0,20.0,41.624581685427444,117.0,nan,nan,nan,nan,0,0.0,0.883839741866093
36,150,csma,0.2,0.9533333333333334,143,11,7,20,20.0,1554.0803549295779,1.0,20.0,43.24183114944435,118.0,nan,nan,nan,nan,0,0.0,0.8436887769381473
37,150,csma,0.2,1.0,150,13,8,26,26.0,1826.9021637583896,1.0,26.0,25.593348115299335,108.79999999999927,nan,nan,nan,nan,0,0.0,0.8992423235411405
38,150,csma,0.2,1.0,150,11,7,22,22.0,1643.0527543624164,1.0,22.0,30.269816599316133,112.0,nan,nan,nan,nan,0,0.0,0.8668822419832929
39,150,csma,0.2,1.0,150,8,8,23,23.0,1694.4399973154366,1.0,23.0,32.315348101265826,113.0,nan,nan,nan,nan,0,0.0,0.8425543260898547
0,200,rand_st,0.2,1.0,200,10,8,22,17.0,565.6978512562816,0.07957315991723322,1.352743718592965,210.22409300461015,410.0,119.804,199.0,0.0,1.0,0,0.0,1.0
1,200,rand_st,0.2,1.0,200,9,9,21,17.0,564.6256502512563,0.07884954182678096,1.3404422110552765,154.1343,313.0,122.252,199.0,0.0,1.0,0,0.0,1.0
2,200,rand_st,0.2,1.0,200,10,10,22,18.0,565.6275738693469,0.07534785036292574,1.3562613065326632,198.50142103126268,401.0,121.104,199.0,0.0,1.0,0,0.0,1.0
3,200,rand_st,0.2,1.0,200,12,9,23,20.0,564.458526633166,0.06666834170854272,1.3333668341708542,132.62343012157137,302.0,120.66,199.0,0.0,1.0,0,0.0,1.0
4,200,rand_st,0.2,1.0,200,11,9,21,17.0,565.7063437185931,0.08,1.36,165.9145419731936,311.0,122.36,199.0,0.0,1.0,0,0.0,1.0
5,200,rand_st,0.2,1.0,200,11,8,21,16.0,564.3524,0.0833354271356784,1.3333668341708544,188.85472666868014,402.0,121.66,199.0,0.0,1.0,0,0.0,1.0
6,200,rand_st,0.2,1.0,200,10,8,20,18.0,564.7670170854271,0.07456951423785595,1.3422512562814073,144.70468247588425,310.0,121.892,199.0,0.0,1.0,0,0.0,1.0
7,200,rand_st,0.2,1.0,200,13,8,24,21.0,564.8461969849246,0.06404881550610193,1.345025125628141,179.9557592666401,306.0,122.34,199.0,0.0,1.0,0,0.0,1.0
8,200,rand_st,0.2,1.0,200,11,8,26,21.0,565.7179015075378,0.06435415171093564,1.3514371859296483,177.27744958239967,304.0,120.064,199.0,0.0,1.0,0,0.0,1.0
9,200,rand_st,0.2,1.0,200,8,8,21,16.0,564.892902512563,0.08431281407035177,1.3490050251256283,217.61918604651163,401.0,123.548,199.0,0.0,1.0,0,0.0,1.0
10,200,rand_st,0.2,0.995,199,13,8,20,16.0,562.6154383838384,0.08177020202020202,1.3083232323232323,151.88010593867781,315.0,123.952,198.0,0.0,1.0,0,0.0,1.0
11,200,rand_st,0.2,1.0,200,11,8,21,17.0,565.5442211055276,0.07980608926987881,1.3567035175879398,216.58358786397883,404.0,122.016,199.0,0.0,1.0,0,0.0,1.0
12,200,rand_st,0.2,1.0,200,12,8,22,20.0,564.7654914572864,0.06718994974874372,1.3437989949748743,160.19762688204207,306.0,121.584,199.0,0.0,1.0,0,0.0,1.0
13,200,rand_st,0.2,1.0,200,9,9,20,16.0,564.4231396984926,0.08359798994974875,1.33756783919598,205.9472263868066,401.0,122.824,199.0,0.0,1.0,0,0.0,1.0
14,200,rand_st,0.2,1.0,200,10,9,19,15.0,564.6333447236182,0.089228810720268,1.33843216080402,174.3935185185185,305.0,121.652,199.0,0.0,1.0,0,0.0,1.0
15,200,rand_st,0.2,0.985,197,11,11,22,16.0,565.7246897959185,0.08488265306122449,1.3581224489795918,185.5286559249439,405.0,118.808,196.0,0.0,1.0,0,0.0,1.0
16,200,rand_st,0.2,1.0,200,9,7,21,16.0,565.3283417085428,0.08455527638190954,1.3528844221105527,185.08257154213035,304.0,121.776,199.0,0.0,1.0,0,0.0,1.0
17,200,rand_st,0.2,1.0,200,11,8,22,21.0,563.6598150753769,0.06315003589375448,1.3261507537688442,152.7651522715926,307.0,123.096,199.0,0.0,1.0,0,0.0,1.0
18,200,rand_st,0.2,1.0,200,12,9,23,18.0,564.3665145728644,0.07429704075935231,1.3373467336683416,231.1960665658094,402.0,122.868,199.0,0.0,1.0,0,0.0,1.0
19,200,rand_st,0.2,1.0,200,11,8,22,17.0,564.8574050251257,0.07912621933195388,1.345145728643216,232.70438358912628,403.0,122.316,199.0,0.0,1.0,0,0.0,1.0
20,200,rand_st,0.2,1.0,200,8,11,22,17.0,565.904791959799,0.080108779190068,1.3618492462311558,272.48104693140795,504.0,121.992,199.0,0.0,1.0,0,0.0,1.0
21,200,rand_st,0.2,1.0,200,13,7,24,19.0,561.978751758794,0.06868341708542713,1.3049849246231155,157.26557343234325,317.0,125.308,199.0,0.0,1.0,0,0.0,1.0
22,200,rand_st,0.2,0.995,199,12,9,22,19.0,564.1158767676768,0.06997873471557682,1.3295959595959594,167.1680510534846,315.0,120.74,198.0,0.0,1.0,0,0.0,1.0
23,200,rand_st,0.2,1.0,200,15,9,22,18.0,563.3404120603016,0.0729748743718593,1.3135477386934673,151.90666937779585,314.0,121.604,199.0,0.0,1.0,0,0.0,1.0
24,200,rand_st,0.2,1.0,200,10,8,21,17.0,563.9386110552765,0.07832219923145138,1.3314773869346734,161.59876792567158,313.0,124.036,199.0,0.0,1.0,0,0.0,1.0
25,200,rand_st,0.2,1.0,200,16,8,20,19.0,564.0085286432162,0.0694408886537953,1.3193768844221105,161.98938858009095,315.0,119.444,199.0,0.0,1.0,0,0.0,1.0
26,200,rand_st,0.2,0.93,186,13,9,22,17.0,562.753772972973,0.07727058823529412,1.3135999999999999,161.0854990172527,310.0,115.984,185.0,0.0,1.0,0,0.0,1.0
27,200,rand_st,0.2,1.0,200,14,8,22,18.0,563.1376804020101,0.07287772194304858,1.3117989949748745,170.41083128583128,405.0,122.952,199.0,0.0,1.0,0,0.0,1.0
28,200,rand_st,0.2,0.995,199,13,9,25,22.0,562.7397656565656,0.059801652892561986,1.3156363636363635,213.80571773706464,401.0,125.504,198.0,0.0,1.0,0,0.0,1.0
29,200,rand_st,0.2,1.0,200,10,8,22,16.0,566.0924120603016,0.08545854271356786,1.3673366834170857,174.61943561208267,310.0,121.9,199.0,0.0,1.0,0,0.0,1.0
30,200,rand_st,0.2,1.0,200,9,9,21,15.0,564.7286070351759,0.08942579564489113,1.341386934673367,161.60863065577038,308.0,122.064,199.0,0.0,1.0,0,0.0,1.0
31,200,rand_st,0.2,1.0,200,9,9,21,16.0,565.5197628140704,0.08455778894472363,1.352924623115578,151.54935064935066,313.0,120.768,199.0,0.0,1.0,0,0.0,1.0
32,200,rand_st,0.2,1.0,200,10,8,22,17.0,564.5039417085429,0.0788140703517588,1.3398391959798996,166.58375383397646,301.0,122.372,199.0,0.0,1.0,0,0.0,1.0
33,200,rand_st,0.2,1.0,200,15,8,23,21.0,563.915487437186,0.06286001435750178,1.3200603015075376,149.096813353566,308.0,120.308,199.0,0.0,1.0,0,0.0,1.0
34,200,rand_st,0.2,1.0,200,13,8,20,17.0,564.5377447236182,0.07826426248891516,1.3304924623115577,155.37619478820807,306.0,120.232,199.0,0.0,1.0,0,0.0,1.0
35,200,rand_st,0.2,1.0,200,13,8,22,20.0,564.5290271356783,0.06685527638190955,1.337105527638191,148.81159274193547,308.0,121.916,199.0,0.0,1.0,0,0.0,1.0
36,200,rand_st,0.2,1.0,200,14,8,23,19.0,564.1560502512564,0.06979211848717272,1.3260502512562815,150.08031639793126,319.0,120.116,199.0,0.0,1.0,0,0.0,1.0
37,200,rand_st,0.2,1.0,200,15,8,20,17.0,562.5736663316584,0.07670706473544192,1.3040201005025127,141.44788732394366,307.0,123.5,199.0,0.0,1.0,0,0.0,1.0
38,200,rand_st,0.2,1.0,200,15,10,23,20.0,561.8458130653268,0.06491457286432162,1.2982914572864321,157.28564196030783,317.0,126.64,199.0,0.0,1.0,0,0.0,1.0
39,200,rand_st,0.2,1.0,200,15,8,21,18.0,563.0398271356784,0.07271468453378002,1.3088643216080404,155.9774503908599,310.0,122.536,199.0,0.0,1.0,0,0.0,1.0
0,200,rand_dt,0.2,1.0,200,10,8,22,17.052,563.2838090452262,0.0776751075639636,1.324281407035176,234.52360859955797,413.0,125.468,199.0,0.0,1.0,0,0.0,1.0
1,200,rand_dt,0.2,1.0,200,9,9,21,17.016,562.2294090452261,0.07724517885263953,1.312743718592965,185.10124937531234,405.0,127.764,199.0,0.0,1.0,0,0.0,1.0
2,200,rand_dt,0.2,1.0,200,10,10,22,18.728,563.7985949748744,0.07140976147136982,1.3348944723618092,194.35079011345218,405.0,125.356,199.0,0.0,1.0,0,0.0,1.0
3,200,rand_dt,0.2,1.0,200,12,9,23,19.648,561.9932984924624,0.06647181987250753,1.3042412060301507,188.56033874382499,411.0,126.456,199.0,0.0,1.0,0,0.0,1.0
4,200,rand_dt,0.2,1.0,200,11,9,21,17.228,563.8348361809046,0.07773800893009943,1.3383517587939697,230.02900290029004,410.0,126.668,199.0,0.0,1.0,0,0.0,1.0
5,200,rand_dt,0.2,1.0,200,11,8,21,16.492,562.0028663316583,0.07933296876539561,1.3057286432160804,196.96375417636935,410.0,127.16,199.0,0.0,1.0,0,0.0,1.0
6,200,rand_dt,0.2,1.0,200,10,8,20,17.632,562.5835798994975,0.07481933731263817,1.316924623115578,194.6088387869114,408.0,126.932,199.0,0.0,1.0,0,0.0,1.0
7,200,rand_dt,0.2,1.0,200,13,8,24,20.62,562.8990914572865,0.06419734074097194,1.3221708542713568,221.4809024341975,411.0,126.888,199.0,0.0,1.0,0,0.0,1.0
8,200,rand_dt,0.2,1.0,200,11,8,26,21.224,563.4973949748743,0.06253086985842066,1.3255075376884422,223.14085774267718,415.0,125.224,199.0,0.0,1.0,0,0.0,1.0
9,200,rand_dt,0.2,1.0,200,8,8,21,15.252,563.2552060301509,0.08735608997367791,1.3302713567839195,210.2481188118812,408.0,127.276,199.0,0.0,1.0,0,0.0,1.0
10,200,rand_dt,0.2,0.995,199,13,8,20,16.984,560.6185393939395,0.07581193557522248,1.285151515151515,181.21765769385294,410.0,128.54,198.0,0.0,1.0,0,0.0,1.0
11,200,rand_dt,0.2,1.0,200,11,8,21,16.724,563.3096783919599,0.07970713042335863,1.3311959798994977,188.6628772635815,407.0,127.092,199.0,0.0,1.0,0,0.0,1.0
12,200,rand_dt,0.2,1.0,200,12,8,22,19.408,562.2772120603015,0.06788765733893662,1.3145125628140704,182.79120435747427,402.35000000000036,127.412,199.0,0.0,1.0,0,0.0,1.0
13,200,rand_dt,0.2,1.0,200,9,9,20,16.624,562.4190914572865,0.07919756850990418,1.3145326633165828,200.36843672456575,410.0,127.408,199.0,0.0,1.0,0,0.0,1.0
14,200,rand_dt,0.2,1.0,200,10,9,19,15.7,562.7256804020101,0.08396434366041224,1.315819095477387,206.36824729891956,410.0,126.152,199.0,0.0,1.0,0,0.0,1.0
15,200,rand_dt,0.2,0.985,197,11,11,22,16.34,563.1203,0.08138608276643991,1.3274489795918367,227.33275154004107,507.0,124.82,196.0,0.0,1.0,0,0.0,1.0
16,200,rand_dt,0.2,1.0,200,9,7,21,17.452,563.2272321608041,0.07624992973121542,1.328281407035176,198.75639112702675,406.0,126.672,199.0,0.0,1.0,0,0.0,1.0
17,200,rand_dt,0.2,1.0,200,11,8,22,20.54,561.551815075377,0.06348077020166759,1.3010653266331658,168.7454673650282,320.0,128.088,199.0,0.0,1.0,0,0.0,1.0
18,200,rand_dt,0.2,1.0,200,12,9,23,19.276,562.722840201005,0.06849107022161768,1.3177688442211055,224.02883276993438,413.0,126.764,199.0,0.0,1.0,0,0.0,1.0
19,200,rand_dt,0.2,1.0,200,11,8,22,15.424,562.7570010050252,0.08578589680428286,1.320884422110553,207.30381512102798,409.0,127.144,199.0,0.0,1.0,0,0.0,1.0
20,200,rand_dt,0.2,1.0,200,8,11,22,16.26,563.5880301507539,0.08230068972312543,1.3352964824120603,264.79812159159763,509.0,127.276,199.0,0.0,1.0,0,0.0,1.0
21,200,rand_dt,0.2,1.0,200,13,7,24,19.868,560.2595778894473,0.06474194920833376,1.283819095477387,161.29512045732952,318.0,129.52,199.0,0.0,1.0,0,0.0,1.0
22,200,rand_dt,0.2,0.995,199,12,9,22,18.424,561.9173696969698,0.07084872266822732,1.3033535353535353,178.7793731041456,405.0,125.936,198.0,0.0,1.0,0,0.0,1.0
23,200,rand_dt,0.2,1.0,200,15,9,22,17.692,561.2648442211056,0.07293238526654602,1.2884824120603016,202.80673865226956,414.0,126.592,199.0,0.0,1.0,0,0.0,1.0
24,200,rand_dt,0.2,1.0,200,10,8,21,17.284,561.9251417085427,0.07575154755545875,1.3083417085427136,203.3476459890887,406.0,128.64,199.0,0.0,1.0,0,0.0,1.0
25,200,rand_dt,0.2,1.0,200,16,8,20,18.36,561.5366592964825,0.07040861376023563,1.2902914572864321,183.7598504748434,414.0,125.232,199.0,0.0,1.0,0,0.0,1.0
26,200,rand_dt,0.2,0.93,186,13,9,22,18.096,560.8633448648649,0.0714683829340176,1.2908756756756756,218.87724453150506,412.0,120.188,185.0,0.0,1.0,0,0.0,1.0
27,200,rand_dt,0.2,1.0,200,14,8,22,16.304,560.7410713567839,0.07882217459848262,1.2838391959798996,183.3593909666871,407.0,128.516,199.0,0.0,1.0,0,0.0,1.0
28,200,rand_dt,0.2,0.995,199,13,9,25,22.412,561.0186161616163,0.057859727959056015,1.2954949494949495,210.21664984863773,409.0,129.492,198.0,0.0,1.0,0,0.0,1.0
29,200,rand_dt,0.2,1.0,200,10,8,22,16.764,563.9916603015076,0.08024105780018082,1.3429346733668344,253.18636995827538,502.0,126.756,199.0,0.0,1.0,0,0.0,1.0
30,200,rand_dt,0.2,1.0,200,9,9,21,16.22,562.5071879396986,0.08125428449436727,1.315819095477387,184.61203712945402,408.0,127.152,199.0,0.0,1.0,0,0.0,1.0
31,200,rand_dt,0.2,1.0,200,9,9,21,17.02,562.8901567839197,0.07781200593611332,1.322070351758794,210.3583282736288,412.0,126.908,199.0,0.0,1.0,0,0.0,1.0
32,200,rand_dt,0.2,1.0,200,10,8,22,15.688,562.3609085427136,0.08392336683417084,1.3146934673366835,204.0238212908965,410.0,127.376,199.0,0.0,1.0,0,0.0,1.0
33,200,rand_dt,0.2,1.0,200,15,8,23,20.284,561.7427618090452,0.06394557539099702,1.2947939698492463,166.04479394783993,404.0,125.336,199.0,0.0,1.0,0,0.0,1.0
34,200,rand_dt,0.2,1.0,200,13,8,20,17.0,561.8990854271357,0.07656581540312501,1.2997989949748745,179.31326387497495,408.0,126.34,199.0,0.0,1.0,0,0.0,1.0
35,200,rand_dt,0.2,1.0,200,13,8,22,19.788,562.5423417085428,0.06656163974730492,1.3141507537688442,164.9864376130199,321.0,126.484,199.0,0.0,1.0,0,0.0,1.0
36,200,rand_dt,0.2,1.0,200,14,8,23,19.328,561.8133748743719,0.06724928485367522,1.2977286432160804,182.90093287365647,411.0,125.752,199.0,0.0,1.0,0,0.0,1.0
37,200,rand_dt,0.2,1.0,200,15,8,20,17.676,560.6029728643217,0.07257617870916329,1.2807035175879398,165.7004105336938,317.0,128.14,199.0,0.0,1.0,0,0.0,1.0
38,200,rand_dt,0.2,1.0,200,15,10,23,20.34,560.0464180904523,0.06289112111320866,1.2773668341708544,195.2743736794446,418.0,130.804,199.0,0.0,1.0,0,0.0,1.0
39,200,rand_dt,0.2,1.0,200,15,8,21,18.564,560.4991919597991,0.06904997482374772,1.279678391959799,189.6731868793259,415.0,128.344,199.0,0.0,1.0,0,0.0,1.0
0,200,static,0.2,1.0,200,10,8,22,22.0,565.5591356783921,0.06142165372316126,1.3512763819095481,19.774112693001804,22.0,120.096,199.0,0.0,1.0,0,0.0,1.0
1,200,static,0.2,1.0,200,9,9,21,21.0,564.6932462311559,0.06387173965063413,1.341306532663317,19.176723276723276,21.0,122.08,199.0,0.0,1.0,0,0.0,1.0
2,200,static,0.2,1.0,200,10,10,22,22.0,565.8278592964825,0.061746916400182726,1.35843216080402,20.077453365774534,22.0,120.672,199.0,0.0,1.0,0,0.0,1.0
3,200,static,0.2,1.0,200,12,9,23,23.0,564.8026311557788,0.05815075376884422,1.337467336683417,18.744674437299036,23.0,119.844,199.0,0.0,1.0,0,0.0,1.0
4,200,static,0.2,1.0,200,11,9,21,21.0,565.5219718592965,0.06466523091648721,1.357969849246231,19.43188698284561,21.0,122.764,199.0,0.0,1.0,0,0.0,1.0
5,200,static,0.2,1.0,200,11,8,21,21.0,564.2586552763821,0.06344005743000718,1.3322412060301507,18.52967209816938,21.0,121.884,199.0,0.0,1.0,0,0.0,1.0
6,200,static,0.2,1.0,200,10,8,20,20.0,564.7676824120605,0.06711758793969849,1.34235175879397,17.842877235282298,20.0,121.872,199.0,0.0,1.0,0,0.0,1.0
7,200,static,0.2,1.0,200,13,8,24,24.0,564.7152643216082,0.055981574539363484,1.3435577889447237,18.926169154228855,24.0,122.632,199.0,0.0,1.0,0,0.0,1.0
8,200,static,0.2,1.0,200,11,8,26,26.0,565.8020663316582,0.052018554310011594,1.3524824120603016,20.38431811247839,26.0,119.856,199.0,0.0,1.0,0,0.0,1.0
9,200,static,0.2,1.0,200,8,8,21,21.0,564.7808120603016,0.06417803302225412,1.3477386934673368,19.333700661190143,21.0,123.8,199.0,0.0,1.0,0,0.0,1.0
10,200,static,0.2,0.995,199,13,8,20,20.0,562.6731191919192,0.06546262626262626,1.3092525252525251,17.685920945395274,20.0,123.768,198.0,0.0,1.0,0,0.0,1.0
11,200,static,0.2,1.0,200,11,8,21,21.0,565.6917427135678,0.064689160086145,1.3584723618090453,18.392937105638104,21.0,121.664,199.0,0.0,1.0,0,0.0,1.0
12,200,static,0.2,1.0,200,12,8,22,22.0,564.3702814070352,0.060887163088168106,1.3395175879396986,19.289691647540167,22.0,122.436,199.0,0.0,1.0,0,0.0,1.0
13,200,static,0.2,1.0,200,9,9,20,20.0,564.2139396984924,0.06677085427135679,1.3354170854271359,18.42166266986411,20.0,123.252,199.0,0.0,1.0,0,0.0,1.0
14,200,static,0.2,1.0,200,10,9,19,19.0,564.8510331658292,0.07057498016397779,1.340924623115578,16.117439516129032,19.0,121.156,199.0,0.0,1.0,0,0.0,1.0
15,200,static,0.2,0.985,197,11,11,22,22.0,565.6595469387755,0.0617012987012987,1.3574285714285714,18.39071566731141,22.0,118.944,196.0,0.0,1.0,0,0.0,1.0
16,200,static,0.2,1.0,200,9,7,21,21.0,565.2997608040203,0.06441062455132807,1.3526231155778896,17.68035394710678,21.0,121.828,199.0,0.0,1.0,0,0.0,1.0
17,200,static,0.2,1.0,200,11,8,22,22.0,563.4604522613066,0.06016719963453632,1.323678391959799,19.66182219103939,22.0,123.588,199.0,0.0,1.0,0,0.0,1.0
18,200,static,0.2,1.0,200,12,9,23,23.0,564.6114532663316,0.05825649989075814,1.3398994974874372,19.707004440855876,23.0,122.36,199.0,0.0,1.0,0,0.0,1.0
19,200,static,0.2,1.0,200,11,8,22,22.0,564.8506050251257,0.06114572864321608,1.3452060301507538,19.001705457463885,22.0,122.304,199.0,0.0,1.0,0,0.0,1.0
20,200,static,0.2,1.0,200,8,11,22,22.0,565.9161688442211,0.06190954773869346,1.3620100502512562,20.120164774439868,22.0,121.96,199.0,0.0,1.0,0,0.0,1.0
21,200,static,0.2,1.0,200,13,7,24,24.0,562.0049005025127,0.05438525963149079,1.3052462311557789,19.54730217682864,24.0,125.256,199.0,0.0,1.0,0,0.0,1.0
22,200,static,0.2,0.995,199,12,9,22,22.0,564.1942505050506,0.060477502295684105,1.3305050505050504,18.457197852294602,22.0,120.56,198.0,0.0,1.0,0,0.0,1.0
23,200,static,0.2,1.0,200,15,9,22,22.0,563.0333869346734,0.059550479671082686,1.3101105527638193,18.552197802197803,22.0,122.288,199.0,0.0,1.0,0,0.0,1.0
24,200,static,0.2,1.0,200,10,8,21,21.0,563.8024663316584,0.0633271117492223,1.3298693467336684,19.223087031234208,21.0,124.356,199.0,0.0,1.0,0,0.0,1.0
25,200,static,0.2,1.0,200,16,8,20,20.0,563.9592984924624,0.06593869346733669,1.318773869346734,17.261322280630814,20.0,119.564,199.0,0.0,1.0,0,0.0,1.0
26,200,static,0.2,0.93,186,13,9,22,22.0,562.4976237837838,0.059584275184275184,1.310854054054054,19.90316593886463,22.0,116.492,185.0,0.0,1.0,0,0.0,1.0
27,200,static,0.2,1.0,200,14,8,22,22.0,563.0650914572866,0.05959707629054363,1.3111356783919599,19.153357903357904,22.0,123.084,199.0,0.0,1.0,0,0.0,1.0
28,200,static,0.2,0.995,199,13,9,25,25.0,562.8971717171718,0.05269979797979798,1.3174949494949495,20.90117741773171,25.0,125.136,198.0,0.0,1.0,0,0.0,1.0
29,200,static,0.2,1.0,200,10,8,22,22.0,565.8261587939699,0.06201553220648698,1.3643417085427136,20.075049701789265,22.0,122.496,199.0,0.0,1.0,0,0.0,1.0
30,200,static,0.2,1.0,200,9,9,21,21.0,564.7569005025126,0.06389854032065087,1.3418693467336684,18.922532402791624,21.0,121.968,199.0,0.0,1.0,0,0.0,1.0
31,200,static,0.2,1.0,200,9,9,21,21.0,565.5265728643218,0.06442498205312276,1.352924623115578,18.65991620111732,21.0,120.768,199.0,0.0,1.0,0,0.0,1.0
32,200,static,0.2,1.0,200,10,8,22,22.0,564.3408442211056,0.06081863864778438,1.3380100502512564,19.474376731301938,22.0,122.736,199.0,0.0,1.0,0,0.0,1.0
33,200,static,0.2,1.0,200,15,8,23,23.0,563.9651939698492,0.0574175223945816,1.3206030150753767,19.8258937588366,23.0,120.2,199.0,0.0,1.0,0,0.0,1.0
34,200,static,0.2,1.0,200,13,8,20,20.0,564.3389286432161,0.06641909547738693,1.3283819095477385,17.136591730228822,20.0,120.652,199.0,0.0,1.0,0,0.0,1.0
35,200,static,0.2,1.0,200,13,8,22,22.0,564.6321628140704,0.06082503426222018,1.3381507537688444,19.973008359351393,22.0,121.708,199.0,0.0,1.0,0,0.0,1.0
36,200,static,0.2,1.0,200,14,8,23,23.0,564.2858110552766,0.05770854271356784,1.3272964824120603,19.965093860984272,23.0,119.868,199.0,0.0,1.0,0,0.0,1.0
37,200,static,0.2,1.0,200,15,8,20,20.0,562.5611477386935,0.06519095477386935,1.3038190954773867,17.0944080604534,20.0,123.54,199.0,0.0,1.0,0,0.0,1.0
38,200,static,0.2,1.0,200,15,10,23,23.0,562.054824120603,0.05653397421892069,1.300281407035176,21.21147026041139,23.0,126.244,199.0,0.0,1.0,0,0.0,1.0
39,200,static,0.2,1.0,200,15,8,21,21.0,562.8404743718594,0.06221201244316822,1.3064522613065328,18.73445647813879,21.0,123.016,199.0,0.0,1.0,0,0.0,1.0
0,200,bsps,0.2,1.0,200,10,8,22,19.004,551.8226753768844,0.05549904617934629,1.053608040201005,45.121114898736714,119.0,67.764,142.552,0.44456039655622226,0.6915899175957344,0,0.2844395428113094,1.0
1,200,bsps,0.2,1.0,200,9,9,21,17.684,550.3017226130654,0.05849282774381021,1.0336683417085428,45.148251748251745,118.0,69.788,141.56,0.44252174304898384,0.6834594862886214,0,0.2958041958041958,1.0
2,200,bsps,0.2,1.0,200,10,10,22,17.816,551.7095638190955,0.05925127235766033,1.0543517587939697,44.44839821573398,118.0,68.4,142.192,0.44374592530502005,0.6900720164609053,0,0.2871046228710462,1.0
3,200,bsps,0.2,1.0,200,12,9,23,18.856,551.0019015075377,0.055254334779522636,1.0399798994974874,43.89238344051447,118.0,67.712,142.408,0.44519874944171506,0.6955610357583231,0,0.28386254019292606,1.0
4,200,bsps,0.2,1.0,200,11,9,21,17.64,551.2072281407035,0.05956975157867078,1.0495678391959797,44.66770938446014,118.0,70.104,141.72,0.4455082319255548,0.6932134717650038,0,0.2824419778002018,1.0
