net,scheme,p,reachable,nodes,delta_T,depth,tree_frame,frame_len,energy_uC,duty_b,radio_on,latency,latency_p95,wasted,granted,removal,service,failed,delayed,pdr
40,csma,0.4,1.0,100,11,7,18,18.0,1537.6340969696973,1.0,18.0,74.31740240788034,214.0,nan,nan,nan,nan,0,0.0,0.825105358217941
41,csma,0.4,1.0,100,10,5,19,19.0,1581.2081333333338,1.0,19.0,65.13602080624187,209.0,nan,nan,nan,nan,0,0.0,0.7892846145950939
42,csma,0.4,1.0,100,8,6,17,17.0,1478.2236484848488,1.0,17.0,80.28188995805576,215.0,nan,nan,nan,nan,0,0.0,0.8165608945300695
43,csma,0.4,0.96,96,9,6,20,20.0,1630.9073768421058,1.0,20.0,55.988785282258064,207.0,nan,nan,nan,nan,0,0.0,0.8338762214983714
44,csma,0.4,1.0,100,11,5,19,19.0,1593.9897171717175,1.0,19.0,56.28469098783941,208.0,nan,nan,nan,nan,0,0.0,0.5985641639246186
45,csma,0.4,1.0,100,10,6,17,17.0,1471.1972040404044,1.0,17.0,71.71277152577859,213.0,nan,nan,nan,nan,0,0.0,0.7692772297161264
46,csma,0.4,0.99,99,10,6,19,19.0,1586.693146938776,1.0,19.0,68.00583525580133,210.0,nan,nan,nan,nan,0,0.0,0.756415520427017
47,csma,0.4,1.0,100,16,5,19,19.0,1586.3976606060612,1.0,19.0,66.6627043090639,211.0,nan,nan,nan,nan,0,0.0,0.6767219708396179
48,csma,0.4,0.99,99,13,6,18,18.0,1537.109110204082,1.0,18.0,73.2251282900182,213.0,nan,nan,nan,nan,0,0.0,0.6116229624379872
49,csma,0.4,1.0,100,13,5,18,18.0,1527.804767676768,1.0,18.0,72.14961636828644,212.0,nan,nan,nan,nan,0,0.0,0.6930576070901034
0,csma,0.5,0.99,99,9,7,19,19.0,1621.1518040816331,1.0,19.0,83.62936732766761,219.0,nan,nan,nan,nan,0,0.0,0.7021964359718194
1,csma,0.5,1.0,100,8,7,18,18.0,1555.3502060606065,1.0,18.0,92.5288565849425,301.0,nan,nan,nan,nan,0,0.0,0.7471832698386967
2,csma,0.5,1.0,100,11,8,20,20.0,1676.2278181818185,1.0,20.0,78.20605851186363,215.0,nan,nan,nan,nan,0,0.0,0.7052802599512591
3,csma,0.5,0.99,99,11,6,18,18.0,1558.9787142857147,1.0,18.0,73.92469374597034,214.0,nan,nan,nan,nan,0,0.0,0.6354473942969519
4,csma,0.5,1.0,100,9,8,19,19.0,1616.1560444444451,1.0,19.0,73.41013874066168,215.0,nan,nan,nan,nan,0,0.0,0.7519460717438408
5,csma,0.5,0.97,97,12,6,19,19.0,1611.597016666667,1.0,19.0,75.01300205973223,216.0,nan,nan,nan,nan,0,0.0,0.6455580486994099
6,csma,0.5,1.0,100,9,6,21,21.0,1716.2312080808085,1.0,21.0,59.49139246023099,210.0,nan,nan,nan,nan,0,0.0,0.7473941368078176
7,csma,0.5,1.0,100,13,7,18,18.0,1555.9495070707076,1.0,18.0,90.1770096884001,304.0,nan,nan,nan,nan,0,0.0,0.6132476916900843
8,csma,0.5,1.0,100,15,6,22,22.0,1778.8449616161622,1.0,22.0,66.82012380143222,215.0,nan,nan,nan,nan,0,0.0,0.6634189548272807
9,csma,0.5,1.0,100,13,5,21,21.0,1724.3330020202027,1.0,21.0,69.23269845025435,214.0,nan,nan,nan,nan,0,0.0,0.6816935483870967
10,csma,0.5,1.0,100,9,6,22,22.0,1767.5995838383842,1.0,22.0,54.87590618336887,206.0,nan,nan,nan,nan,0,0.0,0.7576124707212665
11,csma,0.5,1.0,100,12,6,22,22.0,1776.3733858585865,1.0,22.0,64.75870253164557,210.0,nan,nan,nan,nan,0,0.0,0.7128010956255538
12,csma,0.5,1.0,100,11,8,19,19.0,1605.6797898989905,1.0,19.0,72.16606757728253,214.0,nan,nan,nan,nan,0,0.0,0.6800847457627118
13,csma,0.5,1.0,100,12,8,18,18.0,1566.7386464646468,1.0,18.0,87.30090739258073,218.0,nan,nan,nan,nan,0,0.0,0.6152709359605911
14,csma,0.5,1.0,100,10,5,18,18.0,1555.8208282828289,1.0,18.0,75.06080821039127,215.0,nan,nan,nan,nan,0,0.0,0.637575658432848
15,csma,0.5,1.0,100,12,5,18,18.0,1553.7634303030306,1.0,18.0,76.0374616717771,214.0,nan,nan,nan,nan,0,0.0,0.6040911653378432
16,csma,0.5,0.82,82,10,6,20,20.0,1668.6671654320992,1.0,20.0,66.05243857719105,213.0,nan,nan,nan,nan,0,0.0,0.8056923379948788
17,csma,0.5,0.97,97,11,6,20,20.0,1672.3916500000007,1.0,20.0,72.24639202309105,214.0,nan,nan,nan,nan,0,0.0,0.6377708978328174
18,csma,0.5,1.0,100,12,5,20,20.0,1667.573454545455,1.0,20.0,68.53971539456663,211.0,nan,nan,nan,nan,0,0.0,0.6230353832513903
19,csma,0.5,1.0,100,10,5,19,19.0,1611.9304161616167,1.0,19.0,77.20157591438316,215.0,nan,nan,nan,nan,0,0.0,0.6890041325662426
20,csma,0.5,1.0,100,9,6,18,18.0,1557.991684848485,1.0,18.0,74.9027938850817,214.0,nan,nan,nan,nan,0,0.0,0.7734018264840182
21,csma,0.5,1.0,100,8,8,18,18.0,1560.7637292929296,1.0,18.0,80.99893594381783,215.0,nan,nan,nan,nan,0,0.0,0.76418929907302
22,csma,0.5,0.97,97,10,5,17,17.0,1509.2120125000006,1.0,17.0,90.44996744085088,302.0,nan,nan,nan,nan,0,0.0,0.7635700671252176
23,csma,0.5,0.97,97,7,7,19,19.0,1625.448520833334,1.0,19.0,85.26296451816083,218.0,nan,nan,nan,nan,0,0.0,0.7915904936014625
24,csma,0.5,1.0,100,10,6,18,18.0,1567.259240404041,1.0,18.0,83.72543383370595,217.0,nan,nan,nan,nan,0,0.0,0.7570116054158608
25,csma,0.5,0.99,99,11,5,18,18.0,1565.2043387755107,1.0,18.0,79.38088180807706,215.0,nan,nan,nan,nan,0,0.0,0.6581321628871007
26,csma,0.5,1.0,100,10,5,20,20.0,1670.1530949494954,1.0,20.0,75.75626373626373,217.0,nan,nan,nan,nan,0,0.0,0.7289330342838833
27,csma,0.5,1.0,100,12,6,19,19.0,1604.3686020202024,1.0,19.0,78.71743872706274,215.0,nan,nan,nan,nan,0,0.0,0.6215009171385278
28,csma,0.5,1.0,100,13,5,18,18.0,1557.356262626263,1.0,18.0,84.66419038025687,217.0,nan,nan,nan,nan,0,0.0,0.6440677966101694
29,csma,0.5,1.0,100,9,5,18,18.0,1555.281155555556,1.0,18.0,81.47458014395065,215.39999999999964,nan,nan,nan,nan,0,0.0,0.7074846427416748
30,csma,0.5,0.93,93,11,6,19,19.0,1614.0404695652178,1.0,19.0,74.47061315259981,214.0,nan,nan,nan,nan,0,0.0,0.8261592300962379
31,csma,0.5,1.0,100,9,6,17,17.0,1493.1117131313138,1.0,17.0,92.17906121083733,307.0,nan,nan,nan,nan,0,0.0,0.7331807406196355
32,csma,0.5,1.0,100,10,6,20,20.0,1666.2126141414149,1.0,20.0,74.31367351446875,216.0,nan,nan,nan,nan,0,0.0,0.7398267690799151
33,csma,0.5,1.0,100,12,6,19,19.0,1624.3432888888894,1.0,19.0,79.13891412994093,215.0,nan,nan,nan,nan,0,0.0,0.7086284610431423
34,csma,0.5,1.0,100,8,6,18,18.0,1555.5316282828287,1.0,18.0,79.94150963947283,216.0,nan,nan,nan,nan,0,0.0,0.7382005306746
35,csma,0.5,1.0,100,19,5,24,24.0,1878.5738868686874,1.0,24.0,60.37117219769264,208.0,nan,nan,nan,nan,0,0.0,0.5677205466159941
36,csma,0.5,0.97,97,12,5,21,21.0,1731.5560500000006,1.0,21.0,67.74808895066018,210.0,nan,nan,nan,nan,0,0.0,0.7232973108821312
37,csma,0.5,0.96,96,7,7,21,21.0,1728.4208210526322,1.0,21.0,74.45910234899328,214.0,nan,nan,nan,nan,0,0.0,0.7966583124477862
38,csma,0.5,1.0,100,9,6,17,17.0,1508.1182383838388,1.0,17.0,95.0405316344464,304.0,nan,nan,nan,nan,0,0.0,0.7408854166666666
39,csma,0.5,1.0,100,11,6,19,19.0,1617.2201939393942,1.0,19.0,75.44180225281602,214.0,nan,nan,nan,nan,0,0.0,0.6404296248797692
40,csma,0.5,1.0,100,11,7,18,18.0,1563.3438141414147,1.0,18.0,89.37268494568029,218.0,nan,nan,nan,nan,0,0.0,0.782844646039203
41,csma,0.5,1.0,100,10,5,19,19.0,1611.4860202020207,1.0,19.0,77.26752440106478,215.0,nan,nan,nan,nan,0,0.0,0.7318775874665151
42,csma,0.5,1.0,100,8,6,17,17.0,1502.0652969696973,1.0,17.0,92.02643396611553,302.0,nan,nan,nan,nan,0,0.0,0.7994451697127938
43,csma,0.5,0.96,96,9,6,20,20.0,1659.444964210527,1.0,20.0,67.88047173820655,214.0,nan,nan,nan,nan,0,0.0,0.8073425973580374
44,csma,0.5,1.0,100,11,5,19,19.0,1624.1316202020205,1.0,19.0,69.49817210348706,212.0,nan,nan,nan,nan,0,0.0,0.5700545046489259
45,csma,0.5,1.0,100,10,6,17,17.0,1499.4591111111115,1.0,17.0,89.83302613032636,303.89999999999964,nan,nan,nan,nan,0,0.0,0.7377809775217983
46,csma,0.5,0.99,99,10,6,19,19.0,1622.0219959183678,1.0,19.0,80.6869631401544,214.0,nan,nan,nan,nan,0,0.0,0.745541504539559
47,csma,0.5,1.0,100,16,5,19,19.0,1617.9419353535359,1.0,19.0,84.84850006275889,217.69999999999982,nan,nan,nan,nan,0,0.0,0.6421375030224873
48,csma,0.5,0.99,99,13,6,18,18.0,1568.0747183673475,1.0,18.0,84.71249278707444,217.0,nan,nan,nan,nan,0,0.0,0.5643572417161931
49,csma,0.5,1.0,100,13,5,18,18.0,1548.7544484848493,1.0,18.0,85.45979062574352,217.0,nan,nan,nan,nan,0,0.0,0.6841933908513755
0,csma,0.6,0.99,99,9,7,19,19.0,1645.3585265306128,1.0,19.0,97.45173546929554,307.0,nan,nan,nan,nan,0,0.0,0.6633966891477621
1,csma,0.6,1.0,100,8,7,18,18.0,1573.980965656566,1.0,18.0,104.47550721988668,309.0,nan,nan,nan,nan,0,0.0,0.7424345230017642
2,csma,0.6,1.0,100,11,8,20,20.0,1700.9953656565663,1.0,20.0,95.7268441214026,306.0,nan,nan,nan,nan,0,0.0,0.6866990422231215
3,csma,0.6,0.99,99,11,6,18,18.0,1584.5411061224495,1.0,18.0,91.4309541860717,303.0,nan,nan,nan,nan,0,0.0,0.6275402705090736
4,csma,0.6,1.0,100,9,8,19,19.0,1640.4459717171724,1.0,19.0,87.11073414381302,219.0,nan,nan,nan,nan,0,0.0,0.7105263157894737
5,csma,0.6,0.97,97,12,6,19,19.0,1634.8003166666674,1.0,19.0,85.05688052849625,218.0,nan,nan,nan,nan,0,0.0,0.6224127116872256
6,csma,0.6,1.0,100,9,6,21,21.0,1744.2851313131318,1.0,21.0,71.58466989929131,217.0,nan,nan,nan,nan,0,0.0,0.7253297260737234
7,csma,0.6,1.0,100,13,7,18,18.0,1578.8413010101015,1.0,18.0,102.33529887848306,310.0,nan,nan,nan,nan,0,0.0,0.5806646525679758
8,csma,0.6,1.0,100,15,6,22,22.0,1806.501070707071,1.0,22.0,79.44673430564363,219.0,nan,nan,nan,nan,0,0.0,0.6397998512407871
9,csma,0.6,1.0,100,13,5,21,21.0,1750.504634343435,1.0,21.0,80.58266932270917,220.0,nan,nan,nan,nan,0,0.0,0.6778745526973196
10,csma,0.6,1.0,100,9,6,22,22.0,1794.7772767676774,1.0,22.0,66.78921701435925,214.0,nan,nan,nan,nan,0,0.0,0.7483779399837794
11,csma,0.6,1.0,100,12,6,22,22.0,1803.0880686868693,1.0,22.0,77.20407159716758,216.0,nan,nan,nan,nan,0,0.0,0.6867486154261786
12,csma,0.6,1.0,100,11,8,19,19.0,1632.5409696969703,1.0,19.0,83.84882501049098,217.0,nan,nan,nan,nan,0,0.0,0.6336502027521106
13,csma,0.6,1.0,100,12,8,18,18.0,1589.3105212121216,1.0,18.0,100.38570250853846,310.0,nan,nan,nan,nan,0,0.0,0.5708619066828022
14,csma,0.6,1.0,100,10,5,18,18.0,1582.7819070707076,1.0,18.0,87.70178904620788,303.0,nan,nan,nan,nan,0,0.0,0.6100026780931976
15,csma,0.6,1.0,100,12,5,18,18.0,1578.9429212121215,1.0,18.0,87.90953637391632,217.0,nan,nan,nan,nan,0,0.0,0.5345557122708039
16,csma,0.6,0.82,82,10,6,20,20.0,1697.972158024692,1.0,20.0,79.54625173778206,217.0,nan,nan,nan,nan,0,0.0,0.7613580850024426
17,csma,0.6,0.97,97,11,6,20,20.0,1694.3614083333337,1.0,20.0,81.42063583151612,218.0,nan,nan,nan,nan,0,0.0,0.6096844167657967
18,csma,0.6,1.0,100,12,5,20,20.0,1695.3735959595963,1.0,20.0,80.03393770339378,218.0,nan,nan,nan,nan,0,0.0,0.5813906345023312
19,csma,0.6,1.0,100,10,5,19,19.0,1638.1063272727276,1.0,19.0,85.65539661898569,218.0,nan,nan,nan,nan,0,0.0,0.6779005899504984
20,csma,0.6,1.0,100,9,6,18,18.0,1581.3124808080813,1.0,18.0,91.45295041899442,303.0,nan,nan,nan,nan,0,0.0,0.7749441926537238
21,csma,0.6,1.0,100,8,8,18,18.0,1585.9584969696975,1.0,18.0,93.42085889570552,304.0,nan,nan,nan,nan,0,0.0,0.717186759629053
22,csma,0.6,0.97,97,10,5,17,17.0,1530.7320666666672,1.0,17.0,101.22268196351325,306.0,nan,nan,nan,nan,0,0.0,0.731865106675843
23,csma,0.6,0.97,97,7,7,19,19.0,1649.4127708333338,1.0,19.0,91.66047721564406,302.0,nan,nan,nan,nan,0,0.0,0.7710076768794523
24,csma,0.6,1.0,100,10,6,18,18.0,1592.3861252525257,1.0,18.0,97.5562546957175,305.0,nan,nan,nan,nan,0,0.0,0.7109568004273219
25,csma,0.6,0.99,99,11,5,18,18.0,1588.2106326530618,1.0,18.0,94.07435508345979,303.0,nan,nan,nan,nan,0,0.0,0.6298900798798389
26,csma,0.6,1.0,100,10,5,20,20.0,1693.3478787878794,1.0,20.0,85.90583567211846,220.0,nan,nan,nan,nan,0,0.0,0.7078366899575285
27,csma,0.6,1.0,100,12,6,19,19.0,1627.474622222223,1.0,19.0,87.35422644007946,218.0,nan,nan,nan,nan,0,0.0,0.6088008061807189
28,csma,0.6,1.0,100,13,5,18,18.0,1581.0426343434349,1.0,18.0,95.83715071003206,305.0,nan,nan,nan,nan,0,0.0,0.5882511452438696
29,csma,0.6,1.0,100,9,5,18,18.0,1577.767333333334,1.0,18.0,91.24485059472005,218.0,nan,nan,nan,nan,0,0.0,0.6967389839644252
30,csma,0.6,0.93,93,11,6,19,19.0,1641.7246434782612,1.0,19.0,84.45782356728911,216.0,nan,nan,nan,nan,0,0.0,0.7843434343434343
31,csma,0.6,1.0,100,9,6,17,17.0,1516.7354141414146,1.0,17.0,103.83018494708733,311.0,nan,nan,nan,nan,0,0.0,0.6790463398253862
32,csma,0.6,1.0,100,10,6,20,20.0,1694.6266101010106,1.0,20.0,83.3251954067355,220.0,nan,nan,nan,nan,0,0.0,0.6986449133688397
33,csma,0.6,1.0,100,12,6,19,19.0,1649.4255919191926,1.0,19.0,89.81856110715376,302.0,nan,nan,nan,nan,0,0.0,0.6604166666666667
34,csma,0.6,1.0,100,8,6,18,18.0,1574.3959959595963,1.0,18.0,91.63391337242292,303.0,nan,nan,nan,nan,0,0.0,0.7141216991963261
35,csma,0.6,1.0,100,19,5,24,24.0,1905.230561616162,1.0,24.0,73.49006537623382,216.0,nan,nan,nan,nan,0,0.0,0.5247544732947665
36,csma,0.6,0.97,97,12,5,21,21.0,1763.1396916666674,1.0,21.0,83.48663482061185,219.0,nan,nan,nan,nan,0,0.0,0.67939511117249
37,csma,0.6,0.96,96,7,7,21,21.0,1751.313103157895,1.0,21.0,81.68347542173045,217.0,nan,nan,nan,nan,0,0.0,0.7778483245149912
38,csma,0.6,1.0,100,9,6,17,17.0,1531.2202666666672,1.0,17.0,108.8145518258945,310.0,nan,nan,nan,nan,0,0.0,0.7293516276567124
39,csma,0.6,1.0,100,11,6,19,19.0,1636.4796767676771,1.0,19.0,88.35758445572974,219.0,nan,nan,nan,nan,0,0.0,0.6128552097428958
40,csma,0.6,1.0,100,11,7,18,18.0,1586.4873777777786,1.0,18.0,101.68675854849965,308.0,nan,nan,nan,nan,0,0.0,0.7757477331167952
41,csma,0.6,1.0,100,10,5,19,19.0,1636.5557979797986,1.0,19.0,93.65085227272728,305.0,nan,nan,nan,nan,0,0.0,0.7083920305896558
42,csma,0.6,1.0,100,8,6,17,17.0,1521.9078343434348,1.0,17.0,106.1816125945899,312.0,nan,nan,nan,nan,0,0.0,0.7698540243739119
43,csma,0.6,0.96,96,9,6,20,20.0,1685.2677726315796,1.0,20.0,77.36064823292438,217.0,nan,nan,nan,nan,0,0.0,0.7781973637335233
44,csma,0.6,1.0,100,11,5,19,19.0,1649.1016000000006,1.0,19.0,80.96803537586861,218.0,nan,nan,nan,nan,0,0.0,0.5337874291880227
45,csma,0.6,1.0,100,10,6,17,17.0,1518.4059151515155,1.0,17.0,96.79573728503476,308.0,nan,nan,nan,nan,0,0.0,0.728023441662227
46,csma,0.6,0.99,99,10,6,19,19.0,1642.5367918367353,1.0,19.0,91.2806511627907,302.0,nan,nan,nan,nan,0,0.0,0.7261550932180492
47,csma,0.6,1.0,100,16,5,19,19.0,1640.8497212121217,1.0,19.0,94.8260068762279,306.0,nan,nan,nan,nan,0,0.0,0.5500472781304876
48,csma,0.6,0.99,99,13,6,18,18.0,1586.9607877551023,1.0,18.0,103.24953766489952,310.0,nan,nan,nan,nan,0,0.0,0.5506075622836196
49,csma,0.6,1.0,100,13,5,18,18.0,1574.5526909090913,1.0,18.0,95.61874544887132,305.0,nan,nan,nan,nan,0,0.0,0.6450811971547443
0,csma,0.7,0.99,99,9,7,19,19.0,1663.7284938775515,1.0,19.0,108.61792752701844,313.0,nan,nan,nan,nan,0,0.0,0.643654644297656
1,csma,0.7,1.0,100,8,7,18,18.0,1593.7982222222224,1.0,18.0,111.57278507142267,312.0,nan,nan,nan,nan,0,0.0,0.7009491839333256
2,csma,0.7,1.0,100,11,8,20,20.0,1721.3182262626267,1.0,20.0,101.68895062281567,310.0,nan,nan,nan,nan,0,0.0,0.6412481323985749
3,csma,0.7,0.99,99,11,6,18,18.0,1601.9630938775515,1.0,18.0,95.35879131625269,304.0,nan,nan,nan,nan,0,0.0,0.5975574124934261
4,csma,0.7,1.0,100,9,8,19,19.0,1659.506335353536,1.0,19.0,96.20419207971824,308.0,nan,nan,nan,nan,0,0.0,0.672229600970145
5,csma,0.7,0.97,97,12,6,19,19.0,1654.6707875000006,1.0,19.0,93.71618116520351,308.0,nan,nan,nan,nan,0,0.0,0.5937685108399479
6,csma,0.7,1.0,100,9,6,21,21.0,1770.3098545454552,1.0,21.0,81.61316705806138,220.0,nan,nan,nan,nan,0,0.0,0.7099166427134234
7,csma,0.7,1.0,100,13,7,18,18.0,1597.0235272727277,1.0,18.0,114.39948091272845,315.0,nan,nan,nan,nan,0,0.0,0.5321708103130756
8,csma,0.7,1.0,100,15,6,22,22.0,1827.2404929292936,1.0,22.0,92.53099627471583,305.0,nan,nan,nan,nan,0,0.0,0.6057747945839602
9,csma,0.7,1.0,100,13,5,21,21.0,1772.5732040404046,1.0,21.0,89.57281728172818,305.0,nan,nan,nan,nan,0,0.0,0.6386892785283127
10,csma,0.7,1.0,100,9,6,22,22.0,1819.6650060606066,1.0,22.0,74.52919588974066,216.0,nan,nan,nan,nan,0,0.0,0.7086632375888574
11,csma,0.7,1.0,100,12,6,22,22.0,1826.7623919191926,1.0,22.0,88.09186840471757,302.0,nan,nan,nan,nan,0,0.0,0.6537391304347826
12,csma,0.7,1.0,100,11,8,19,19.0,1650.5714787878794,1.0,19.0,94.03546229267846,305.0,nan,nan,nan,nan,0,0.0,0.6264638346727899
13,csma,0.7,1.0,100,12,8,18,18.0,1606.4743111111115,1.0,18.0,116.44655344655345,314.0,nan,nan,nan,nan,0,0.0,0.5214145155689316
14,csma,0.7,1.0,100,10,5,18,18.0,1599.8515313131315,1.0,18.0,95.49665504569867,304.0,nan,nan,nan,nan,0,0.0,0.6100477093751796
15,csma,0.7,1.0,100,12,5,18,18.0,1595.5179919191926,1.0,18.0,104.05829734731647,307.0,nan,nan,nan,nan,0,0.0,0.5589976435427323
16,csma,0.7,0.82,82,10,6,20,20.0,1717.107120987655,1.0,20.0,88.57680737506065,305.0,nan,nan,nan,nan,0,0.0,0.722954960011225
17,csma,0.7,0.97,97,11,6,20,20.0,1714.144304166667,1.0,20.0,91.06302170283806,305.0,nan,nan,nan,nan,0,0.0,0.5716671637339695
18,csma,0.7,1.0,100,12,5,20,20.0,1712.8376242424247,1.0,20.0,89.2723984706004,220.0,nan,nan,nan,nan,0,0.0,0.5633696221691797
19,csma,0.7,1.0,100,10,5,19,19.0,1658.9732848484853,1.0,19.0,96.12381120112715,305.0,nan,nan,nan,nan,0,0.0,0.6560369728480647
20,csma,0.7,1.0,100,9,6,18,18.0,1600.5007636363644,1.0,18.0,102.02411601759817,308.35000000000036,nan,nan,nan,nan,0,0.0,0.7063766114180479
21,csma,0.7,1.0,100,8,8,18,18.0,1604.6198626262635,1.0,18.0,104.50525977676062,313.0,nan,nan,nan,nan,0,0.0,0.7197849835269637
22,csma,0.7,0.97,97,10,5,17,17.0,1548.9089958333336,1.0,17.0,110.32614336685047,310.0,nan,nan,nan,nan,0,0.0,0.7313052244559094
23,csma,0.7,0.97,97,7,7,19,19.0,1667.448141666667,1.0,19.0,104.9419533412416,307.0,nan,nan,nan,nan,0,0.0,0.7496887413292227
24,csma,0.7,1.0,100,10,6,18,18.0,1609.2299919191926,1.0,18.0,104.14046288906624,307.0,nan,nan,nan,nan,0,0.0,0.7206533617070224
25,csma,0.7,0.99,99,11,5,18,18.0,1606.5415795918373,1.0,18.0,107.2181609415367,309.0,nan,nan,nan,nan,0,0.0,0.6114198794828293
26,csma,0.7,1.0,100,10,5,20,20.0,1717.6518868686874,1.0,20.0,94.7603926589842,304.0,nan,nan,nan,nan,0,0.0,0.6742058011049724
27,csma,0.7,1.0,100,12,6,19,19.0,1645.218634343435,1.0,19.0,96.67848970251717,305.0,nan,nan,nan,nan,0,0.0,0.5575919266906392
28,csma,0.7,1.0,100,13,5,18,18.0,1601.121943434344,1.0,18.0,105.18021165108394,309.0,nan,nan,nan,nan,0,0.0,0.5609474958215664
29,csma,0.7,1.0,100,9,5,18,18.0,1595.5966060606065,1.0,18.0,100.9250539025442,307.0,nan,nan,nan,nan,0,0.0,0.6699601317386029
30,csma,0.7,0.93,93,11,6,19,19.0,1660.6042347826092,1.0,19.0,100.92912308930008,309.0,nan,nan,nan,nan,0,0.0,0.7678527304175933
31,csma,0.7,1.0,100,9,6,17,17.0,1533.724448484849,1.0,17.0,114.14629365645047,314.0,nan,nan,nan,nan,0,0.0,0.6479621290844013
32,csma,0.7,1.0,100,10,6,20,20.0,1714.515725252526,1.0,20.0,88.43910028449503,303.0,nan,nan,nan,nan,0,0.0,0.6500982545370477
33,csma,0.7,1.0,100,12,6,19,19.0,1666.6898909090917,1.0,19.0,94.37943674564148,305.0,nan,nan,nan,nan,0,0.0,0.6445571370944505
34,csma,0.7,1.0,100,8,6,18,18.0,1594.1484767676773,1.0,18.0,106.2001321003963,309.0,nan,nan,nan,nan,0,0.0,0.6994686994686995
35,csma,0.7,1.0,100,19,5,24,24.0,1927.948032323233,1.0,24.0,80.17668097281832,221.0,nan,nan,nan,nan,0,0.0,0.4852201075953028
36,csma,0.7,0.97,97,12,5,21,21.0,1785.4591375000007,1.0,21.0,91.48461758262691,221.0,nan,nan,nan,nan,0,0.0,0.6214632413874749
37,csma,0.7,0.96,96,7,7,21,21.0,1771.9382400000006,1.0,21.0,89.55187835420394,221.0,nan,nan,nan,nan,0,0.0,0.7424535136440473
38,csma,0.7,1.0,100,9,6,17,17.0,1546.3937333333338,1.0,17.0,118.2479572850093,313.0,nan,nan,nan,nan,0,0.0,0.713766023790276
39,csma,0.7,1.0,100,11,6,19,19.0,1656.4561979797986,1.0,19.0,99.48277809147375,306.0,nan,nan,nan,nan,0,0.0,0.6082427017744705
40,csma,0.7,1.0,100,11,7,18,18.0,1602.9283030303036,1.0,18.0,113.54015288832848,313.0,nan,nan,nan,nan,0,0.0,0.7338499797582557
41,csma,0.7,1.0,100,10,5,19,19.0,1654.6749010101016,1.0,19.0,99.52780911062906,307.0,nan,nan,nan,nan,0,0.0,0.6673422119281992
42,csma,0.7,1.0,100,8,6,17,17.0,1540.4509858585864,1.0,17.0,111.47579664315252,311.0,nan,nan,nan,nan,0,0.0,0.7139631816602987
43,csma,0.7,0.96,96,9,6,20,20.0,1707.653393684211,1.0,20.0,86.24572503419972,306.0,nan,nan,nan,nan,0,0.0,0.708934416292884
44,csma,0.7,1.0,100,11,5,19,19.0,1669.586525252526,1.0,19.0,94.36853243043065,307.0,nan,nan,nan,nan,0,0.0,0.5395330250613689
45,csma,0.7,1.0,100,10,6,17,17.0,1534.2188686868692,1.0,17.0,110.33300733496333,312.0,nan,nan,nan,nan,0,0.0,0.7065530346654382
46,csma,0.7,0.99,99,10,6,19,19.0,1660.115065306123,1.0,19.0,97.30520142784293,305.0,nan,nan,nan,nan,0,0.0,0.6851053918714336
47,csma,0.7,1.0,100,16,5,19,19.0,1661.6187878787885,1.0,19.0,106.71985616361388,311.0,nan,nan,nan,nan,0,0.0,0.5124085910059308
48,csma,0.7,0.99,99,13,6,18,18.0,1605.392346938776,1.0,18.0,109.1598226784881,310.0,nan,nan,nan,nan,0,0.0,0.5004086398131933
49,csma,0.7,1.0,100,13,5,18,18.0,1591.1968323232327,1.0,18.0,115.66215071972904,314.0,nan,nan,nan,nan,0,0.0,0.6126224783861671
0,csma,0.8,0.99,99,9,7,19,19.0,1678.2701265306127,1.0,19.0,114.42426631625055,315.0,nan,nan,nan,nan,0,0.0,0.5813006059988797
1,csma,0.8,1.0,100,8,7,18,18.0,1607.6083111111116,1.0,18.0,119.14036939313984,315.0,nan,nan,nan,nan,0,0.0,0.6723604845658675
2,csma,0.8,1.0,100,11,8,20,20.0,1738.0480202020208,1.0,20.0,115.15120804280849,314.0,nan,nan,nan,nan,0,0.0,0.622394913458142
3,csma,0.8,0.99,99,11,6,18,18.0,1617.3189224489802,1.0,18.0,106.5807584902261,310.0,nan,nan,nan,nan,0,0.0,0.5661464708282333
4,csma,0.8,1.0,100,9,8,19,19.0,1672.8846747474752,1.0,19.0,109.4638901887381,312.0,nan,nan,nan,nan,0,0.0,0.6488538029451951
5,csma,0.8,0.97,97,12,6,19,19.0,1670.338670833334,1.0,19.0,105.78572070856937,312.0,nan,nan,nan,nan,0,0.0,0.5768751945222533
6,csma,0.8,1.0,100,9,6,21,21.0,1786.1746626262632,1.0,21.0,94.83049708911778,310.0,nan,nan,nan,nan,0,0.0,0.677864912724513
7,csma,0.8,1.0,100,13,7,18,18.0,1612.4423434343441,1.0,18.0,115.00695367624502,313.0,nan,nan,nan,nan,0,0.0,0.49421337241623287
8,csma,0.8,1.0,100,15,6,22,22.0,1845.9073696969704,1.0,22.0,96.56366377017201,307.0,nan,nan,nan,nan,0,0.0,0.5736229082956106
9,csma,0.8,1.0,100,13,5,21,21.0,1790.2690060606067,1.0,21.0,98.29957382802708,311.0,nan,nan,nan,nan,0,0.0,0.6019012171813701
10,csma,0.8,1.0,100,9,6,22,22.0,1838.7962545454552,1.0,22.0,83.19193262411348,221.0,nan,nan,nan,nan,0,0.0,0.682533279548205
11,csma,0.8,1.0,100,12,6,22,22.0,1843.975317171718,1.0,22.0,92.95128347770802,303.0,nan,nan,nan,nan,0,0.0,0.6367914979757086
