net,burst,scheme,p,reachable,nodes,tree_frame,frame_len,energy_uC,duty_b,radio_on,latency,latency_p95,wasted,granted,removal,service,failed,delayed,pdr
16,2,ewma,0.2,0.82,82,20,14.368,542.3322518518518,0.06363605427494316,0.9120493827160494,39.624845028514756,114.0,28.308,53.84,0.4881687242798354,0.6858085808580858,0,0.27919662782048105,1.0
17,2,ewma,0.2,0.97,97,20,15.596,544.7281125000001,0.06062054323331897,0.9447916666666666,37.33796769576774,115.0,33.712,66.836,0.4858990479611999,0.6924778761061947,0,0.25127785728889795,1.0
18,2,ewma,0.2,1.0,100,20,15.664,541.2662828282829,0.0570660193473919,0.8932121212121212,38.41164411644117,115.0,35.4,66.748,0.49004934210526313,0.6883008356545961,0,0.26342763427634275,1.0
19,2,ewma,0.2,1.0,100,19,15.472,542.2582707070708,0.05878865277786846,0.9090909090909092,39.636982189313585,115.0,34.784,66.704,0.4866870002473003,0.6867407598862755,0,0.2733640184110466,1.0
20,2,ewma,0.2,1.0,100,18,13.872,542.9926262626263,0.06630224035224035,0.919070707070707,39.34309882401485,114.0,34.664,66.268,0.4886298801858342,0.6813186813186813,0,0.27852279760676707,1.0
21,2,ewma,0.2,1.0,100,18,14.14,543.7489010101011,0.06606217377393848,0.9302626262626263,40.20115894039735,115.0,34.268,65.784,0.4898092287624327,0.6885377611140868,0,0.27855960264900664,1.0
22,2,ewma,0.2,0.97,97,17,13.836,542.5363291666667,0.0661027090964591,0.9140416666666668,39.86877828054298,114.0,33.82,63.976,0.4856028545348934,0.6918207141048367,0,0.28239407651172355,1.0
23,2,ewma,0.2,0.97,97,19,15.36,545.3044041666668,0.062261576355969746,0.9565833333333333,39.180881747012776,115.0,33.28,65.1,0.4901098901098901,0.685037037037037,0,0.2554594149155336,1.0
24,2,ewma,0.2,1.0,100,18,14.176,542.9610585858587,0.06508917585682292,0.9210505050505051,38.603431468122444,114.0,34.412,65.836,0.4890231449965963,0.6955709711846318,0,0.265743809709495,1.0
25,2,ewma,0.2,0.99,99,18,14.776,540.740612244898,0.06015194660281695,0.887673469387755,38.09036144578313,114.0,35.536,65.68,0.4889091210064559,0.688113413304253,0,0.2658911508101371,1.0
26,2,ewma,0.2,1.0,100,20,16.108,541.6454343434344,0.05597906957927598,0.900080808080808,40.13533374157991,115.0,34.792,66.5,0.48809419207451016,0.6849958552086212,0,0.2774035517452541,1.0
27,2,ewma,0.2,1.0,100,19,14.012,545.1967313131314,0.06764092759092759,0.9463030303030302,36.836218375499335,114.0,33.62,68.376,0.48423423423423423,0.6880687563195147,0,0.25889290469849724,1.0
28,2,ewma,0.2,1.0,100,18,14.068,541.0187474747474,0.0629923754696482,0.8843636363636364,37.878443113772455,114.0,34.408,65.912,0.4873100616016427,0.6980392156862745,0,0.26646706586826346,1.0
29,2,ewma,0.2,1.0,100,18,14.788,543.8740323232324,0.06342769648652002,0.9365252525252525,37.5983040820351,114.0,35.264,68.036,0.4860750735166926,0.6854663774403471,0,0.2587260895286926,1.0
30,2,ewma,0.2,0.93,93,19,13.348,543.3517739130435,0.07018879155087594,0.9329565217391305,40.45966709346991,114.0,32.64,60.736,0.48594612681947463,0.6804531085353003,0,0.2825437473324797,1.0
31,2,ewma,0.2,1.0,100,17,13.292,543.4926626262626,0.06974274277910643,0.9257777777777778,38.77910623284986,113.0,34.504,66.904,0.48548615154287617,0.6892129746039728,0,0.27361818894551154,1.0
32,2,ewma,0.2,1.0,100,20,15.416,541.8819474747476,0.058798058737119616,0.9035151515151515,38.58247108947048,115.0,35.084,66.604,0.49098918702442934,0.6887118193891102,0,0.26455670521403934,1.0
33,2,ewma,0.2,1.0,100,19,15.236,544.7127838383839,0.06258800068753628,0.9513939393939393,38.74177806068322,115.0,35.26,67.996,0.49006959769139363,0.6831026528258363,0,0.2609802673456397,1.0
34,2,ewma,0.2,1.0,100,18,14.212,543.3678545454546,0.0652235242970537,0.926909090909091,38.816227180527385,114.0,34.564,66.476,0.48811286249238006,0.6892237702587433,0,0.2653144016227181,1.0
35,2,ewma,0.2,1.0,100,24,18.68,537.6061818181819,0.044657406383042,0.8297777777777778,41.41601482091396,118.0,36.148,66.668,0.48927785923753664,0.683043738765728,0,0.27212844792095514,1.0
36,2,ewma,0.2,0.97,97,21,15.58,538.2816000000001,0.05437929254500946,0.845625,41.658720200752825,115.0,34.016,62.312,0.48888552850446093,0.6848906560636183,0,0.2902551233793392,1.0
37,2,ewma,0.2,0.96,96,21,16.216,546.5212252631578,0.060293910228058835,0.9749052631578947,38.565171615076856,117.0,33.564,65.864,0.48773711438972983,0.6932367149758454,0,0.24994735733838702,1.0
38,2,ewma,0.2,1.0,100,17,13.64,541.6308404040404,0.06642156855819958,0.9044444444444446,39.825547747002894,114.0,35.7,65.504,0.4879284413836777,0.6896819239720714,0,0.2798677139313766,1.0
39,2,ewma,0.2,1.0,100,19,14.452,542.201688888889,0.06293817794406029,0.9081616161616162,39.29703569267998,114.0,35.22,67.14,0.4851339671564391,0.6807065217391305,0,0.2770719903206292,1.0
40,2,ewma,0.2,1.0,100,18,14.184,544.8684121212123,0.06732761138643491,0.950909090909091,39.743949562741506,114.0,34.984,66.888,0.48840617188173435,0.6889558783228281,0,0.2733374008541794,1.0
41,2,ewma,0.2,1.0,100,19,14.404,540.8583393939393,0.06159771731536438,0.8869494949494949,41.06297749328928,114.0,34.68,64.82,0.48800262058799443,0.6859329638427025,0,0.28845756762337393,1.0
42,2,ewma,0.2,1.0,100,17,13.964,543.2569939393939,0.06638706562797472,0.9243636363636364,38.89448345035105,114.0,34.96,66.192,0.48704918032786887,0.6886842105263158,0,0.27181544633901705,1.0
43,2,ewma,0.2,0.96,96,20,14.0,541.8879073684211,0.0646849946888337,0.8999157894736842,39.7043696424838,115.0,32.756,62.484,0.48832729794283075,0.6863964188012932,0,0.28538574116663185,1.0
44,2,ewma,0.2,1.0,100,19,14.796,540.7614262626263,0.060063405693797846,0.8875959595959596,38.87965033543403,115.0,35.892,66.208,0.4856669035773513,0.6846494657284337,0,0.2671274649318967,1.0
45,2,ewma,0.2,1.0,100,17,13.684,544.3429050505051,0.06884558034558035,0.9406464646464646,39.16448672215616,114.0,33.856,66.036,0.4871202113606341,0.6887860082304527,0,0.27526753864447084,1.0
46,2,ewma,0.2,0.99,99,19,15.204,543.3497632653061,0.061073188616105785,0.9273877551020409,39.436600276079666,115.0,34.42,66.244,0.48554667573541915,0.687800963081862,0,0.26641688029974364,1.0
47,2,ewma,0.2,1.0,100,19,14.644,540.0515797979799,0.05932626763214999,0.8665050505050504,39.656115989381256,114.0,34.96,65.952,0.487890830021744,0.6879654095604132,0,0.27915050030631,1.0
48,2,ewma,0.2,0.99,99,18,14.824,539.1863755102041,0.058439322035840645,0.8634693877551021,39.82276080084299,115.0,36.652,65.86,0.4894310301612499,0.6771452846219201,0,0.2756585879873551,1.0
49,2,ewma,0.2,1.0,100,18,14.352,539.6298303030303,0.0604412942177648,0.8656969696969696,40.30010537407798,114.0,35.344,65.244,0.49012882079426784,0.6779180623550631,0,0.2874604847207587,1.0
0,2,oracle,0.2,0.99,99,19,10.264,532.6120938775512,0.06300271825679989,0.6471020408163265,8.433443571723853,12.0,0.0,34.228,1.0,1.0,0,0.0,1.0
1,2,oracle,0.2,1.0,100,18,10.832,538.3913535353537,0.06782202847657394,0.7345454545454546,9.475793650793651,13.0,0.0,38.416,1.0,1.0,0,0.0,1.0
2,2,oracle,0.2,1.0,100,20,10.628,533.5744484848485,0.06216716504595292,0.6619393939393938,8.593664202745511,12.0,0.0,35.952,1.0,1.0,0,0.0,1.0
3,2,oracle,0.2,0.99,99,18,10.06,533.1447755102042,0.06508699543087297,0.6555102040816326,7.529125228333672,11.0,0.0,35.496,1.0,1.0,0,0.0,1.0
4,2,oracle,0.2,1.0,100,19,9.676,533.2513010101011,0.06783065038216553,0.6566060606060605,8.235927152317881,11.0,0.0,34.556,1.0,1.0,0,0.0,1.0
5,2,oracle,0.2,0.97,97,19,10.86,534.3192375000001,0.06185758038258038,0.673375,8.307771170801722,12.0,0.0,35.772,1.0,1.0,0,0.0,1.0
6,2,oracle,0.2,1.0,100,21,10.324,534.9768969696972,0.06610039096705764,0.683070707070707,8.3023302531137,11.0,0.0,36.648,1.0,1.0,0,0.0,1.0
7,2,oracle,0.2,1.0,100,18,9.38,531.8749090909092,0.06771822408792105,0.6361616161616162,7.404220779220779,11.0,0.0,34.656,1.0,1.0,0,0.0,1.0
8,2,oracle,0.2,1.0,100,22,10.992,530.9195676767677,0.05654334161909919,0.6219797979797981,8.30788228030459,12.0,0.0,34.748,1.0,1.0,0,0.0,1.0
9,2,oracle,0.2,1.0,100,21,10.048,532.0013575757577,0.06343351620321318,0.63789898989899,8.386247704550092,12.0,0.0,34.272,1.0,1.0,0,0.0,1.0
10,2,oracle,0.2,1.0,100,22,10.376,534.8695595959597,0.06584589675195737,0.680929292929293,8.82767784137367,12.0,0.0,35.2,1.0,1.0,0,0.0,1.0
11,2,oracle,0.2,1.0,100,22,11.364,533.9760282828285,0.058644141716868985,0.6681212121212121,9.040135108285316,13.0,0.0,36.5,1.0,1.0,0,0.0,1.0
12,2,oracle,0.2,1.0,100,19,9.74,533.0846707070707,0.06707937427331367,0.6544646464646464,7.590684253915911,11.0,0.0,35.456,1.0,1.0,0,0.0,1.0
13,2,oracle,0.2,1.0,100,18,10.552,533.269591919192,0.062182675685705985,0.6572525252525253,8.334517342248224,12.0,0.0,35.552,1.0,1.0,0,0.0,1.0
14,2,oracle,0.2,1.0,100,18,9.916,531.9756484848485,0.0641652163773376,0.6377373737373738,7.601660591332523,11.0,0.0,34.86,1.0,1.0,0,0.0,1.0
15,2,oracle,0.2,1.0,100,18,9.988,534.4058828282829,0.06758853155822854,0.6746666666666666,7.879597367402245,11.0,0.0,36.896,1.0,1.0,0,0.0,1.0
16,2,oracle,0.2,0.82,82,20,10.0,533.3828197530866,0.0657939488495044,0.6589135802469136,7.981899330523183,11.0,0.0,29.036,1.0,1.0,0,0.0,1.0
17,2,oracle,0.2,0.97,97,20,11.388,536.3562000000001,0.06166182821807822,0.7043333333333334,8.488039255775915,12.0,0.0,37.44,1.0,1.0,0,0.0,1.0
18,2,oracle,0.2,1.0,100,20,11.004,532.2731434343435,0.05832181757636303,0.6423838383838385,8.186141861418614,12.0,0.0,35.444,1.0,1.0,0,0.0,1.0
19,2,oracle,0.2,1.0,100,19,10.92,533.4523434343436,0.06037406499224681,0.6602020202020202,8.313588152891736,12.0,0.0,36.164,1.0,1.0,0,0.0,1.0
20,2,oracle,0.2,1.0,100,18,9.952,534.4083030303029,0.06761923418893116,0.6743434343434344,8.014029296472044,11.0,0.0,35.94,1.0,1.0,0,0.0,1.0
21,2,oracle,0.2,1.0,100,18,10.06,534.8847030303032,0.06779707890313952,0.6812929292929292,8.907491721854305,12.0,0.0,35.568,1.0,1.0,0,0.0,1.0
22,2,oracle,0.2,0.97,97,17,10.208,533.8777166666667,0.0651183016058016,0.6662916666666667,8.2420814479638,11.0,0.0,34.448,1.0,1.0,0,0.0,1.0
23,2,oracle,0.2,0.97,97,19,11.208,536.2249958333334,0.062418794631294634,0.70175,9.720024721878863,12.0,0.0,35.812,1.0,1.0,0,0.0,1.0
24,2,oracle,0.2,1.0,100,18,10.008,534.4819030303031,0.06739098051219264,0.6754747474747475,8.058100994345876,11.0,0.0,36.036,1.0,1.0,0,0.0,1.0
25,2,oracle,0.2,0.99,99,18,10.44,531.5559918367348,0.06035180012731033,0.6313877551020408,7.992729538845035,11.0,0.0,34.232,1.0,1.0,0,0.0,1.0
26,2,oracle,0.2,1.0,100,20,12.036,532.8528121212122,0.05396613734189491,0.6512323232323232,8.951826903449684,13.0,0.0,36.036,1.0,1.0,0,0.0,1.0
27,2,oracle,0.2,1.0,100,19,10.42,537.9128606060607,0.06975593508623812,0.7278383838383838,8.081415255849343,12.0,0.0,39.516,1.0,1.0,0,0.0,1.0
28,2,oracle,0.2,1.0,100,18,10.284,532.5988484848485,0.06288260258260259,0.6472727272727273,7.8508982035928145,11.0,0.0,35.556,1.0,1.0,0,0.0,1.0
29,2,oracle,0.2,1.0,100,18,10.968,535.079696969697,0.06233431809492416,0.6848484848484847,8.348649181620981,12.0,0.0,37.308,1.0,1.0,0,0.0,1.0
30,2,oracle,0.2,0.93,93,19,9.008,533.5895739130436,0.07324067538741451,0.6615652173913042,8.190994451557831,10.0,0.0,31.928,1.0,1.0,0,0.0,1.0
31,2,oracle,0.2,1.0,100,17,9.732,535.1733737373737,0.0705106199075896,0.686060606060606,8.049980399843198,11.0,0.0,36.824,1.0,1.0,0,0.0,1.0
32,2,oracle,0.2,1.0,100,20,10.704,532.8839272727272,0.060682860798012314,0.6515555555555557,8.099005883546358,12.0,0.0,35.664,1.0,1.0,0,0.0,1.0
33,2,oracle,0.2,1.0,100,19,11.128,535.2072565656566,0.061612986003895094,0.6865858585858586,8.952471886272013,12.0,0.0,36.88,1.0,1.0,0,0.0,1.0
34,2,oracle,0.2,1.0,100,18,10.532,534.5692686868687,0.06422650357498841,0.6768484848484849,8.72839756592292,12.0,0.0,36.232,1.0,1.0,0,0.0,1.0
35,2,oracle,0.2,1.0,100,24,12.444,530.1664000000002,0.049349156971565264,0.6109898989898991,8.858377933305887,14.0,0.0,35.328,1.0,1.0,0,0.0,1.0
36,2,oracle,0.2,0.97,97,21,10.568,529.2446166666667,0.05658758960946462,0.5964166666666667,8.375784190715182,12.0,0.0,32.048,1.0,1.0,0,0.0,1.0
37,2,oracle,0.2,0.96,96,21,11.24,537.61976,0.06415184055710371,0.7229052631578947,9.39882080437987,13.0,0.0,36.46,1.0,1.0,0,0.0,1.0
38,2,oracle,0.2,1.0,100,17,9.604,531.9765656565658,0.06626674974856793,0.6373737373737374,8.211657709797437,11.0,0.0,33.856,1.0,1.0,0,0.0,1.0
39,2,oracle,0.2,1.0,100,19,10.264,533.6702262626262,0.06454133128375551,0.6635555555555556,7.779794313369631,11.0,0.0,36.46,1.0,1.0,0,0.0,1.0
40,2,oracle,0.2,1.0,100,18,9.9,535.463094949495,0.06964049328897813,0.6900202020202019,8.789099044132602,12.0,0.0,35.888,1.0,1.0,0,0.0,1.0
41,2,oracle,0.2,1.0,100,19,9.884,532.0519353535354,0.06451959499535258,0.6386666666666667,8.067313648564939,11.0,0.0,34.312,1.0,1.0,0,0.0,1.0
42,2,oracle,0.2,1.0,100,17,9.916,534.4148929292929,0.06788552872492266,0.6742626262626262,8.326980942828486,11.0,0.0,35.464,1.0,1.0,0,0.0,1.0
43,2,oracle,0.2,0.96,96,20,9.432,532.88872,0.06914828925460505,0.6512842105263158,7.739075893790508,11.0,0.0,33.348,1.0,1.0,0,0.0,1.0
44,2,oracle,0.2,1.0,100,19,10.064,531.5849171717173,0.06277848705727494,0.6317575757575757,7.977434437893881,11.0,0.0,34.42,1.0,1.0,0,0.0,1.0
45,2,oracle,0.2,1.0,100,17,9.976,535.9266949494951,0.06987382348291439,0.6972121212121213,8.289734443123265,11.0,0.0,36.668,1.0,1.0,0,0.0,1.0
46,2,oracle,0.2,0.99,99,19,10.7,534.3567510204082,0.06281967273089722,0.6737551020408163,8.578584105699074,12.0,0.0,36.048,1.0,1.0,0,0.0,1.0
47,2,oracle,0.2,1.0,100,19,10.36,531.9540040404041,0.061468894068894074,0.6374949494949494,7.9030018378599145,11.0,0.0,35.072,1.0,1.0,0,0.0,1.0
48,2,oracle,0.2,0.99,99,18,9.976,530.1145591836735,0.06120429774307325,0.6096326530612246,7.877555321390938,11.0,0.0,33.428,1.0,1.0,0,0.0,1.0
49,2,oracle,0.2,1.0,100,18,10.348,531.2823474747476,0.06054412052593871,0.6271919191919192,7.87418335089568,11.0,0.0,34.252,1.0,1.0,0,0.0,1.0
0,2,csma,0.2,0.99,99,19,19.0,1494.5762816326535,1.0,19.0,29.481134286383877,113.0,nan,nan,nan,nan,0,0.0,0.8597622405802942
1,2,csma,0.2,1.0,100,18,18.0,1442.0466303030303,1.0,18.0,38.48790413746326,116.0,nan,nan,nan,nan,0,0.0,0.8978887535525781
2,2,csma,0.2,1.0,100,20,20.0,1546.4726101010103,1.0,20.0,30.79877077168222,115.0,nan,nan,nan,nan,0,0.0,0.88873153955088
3,2,csma,0.2,0.99,99,18,18.0,1443.394436734694,1.0,18.0,34.40695396669931,114.0,nan,nan,nan,nan,0,0.0,0.80362062180244
4,2,csma,0.2,1.0,100,19,19.0,1496.0912000000003,1.0,19.0,27.69145420207743,111.0,nan,nan,nan,nan,0,0.0,0.863784665579119
5,2,csma,0.2,0.97,97,19,19.0,1486.4196875000005,1.0,19.0,29.31018753167765,115.0,nan,nan,nan,nan,0,0.0,0.8337206845552504
6,2,csma,0.2,1.0,100,21,21.0,1579.8929858585861,1.0,21.0,22.52689565780946,110.0,nan,nan,nan,nan,0,0.0,0.9088945611623798
7,2,csma,0.2,1.0,100,18,18.0,1437.7756040404042,1.0,18.0,33.09197080291971,115.0,nan,nan,nan,nan,0,0.0,0.8318154219793564
8,2,csma,0.2,1.0,100,22,22.0,1634.8271515151516,1.0,22.0,22.043267006015732,109.0,nan,nan,nan,nan,0,0.0,0.8807825555329122
9,2,csma,0.2,1.0,100,21,21.0,1589.191854545455,1.0,21.0,22.855284181693676,110.0,nan,nan,nan,nan,0,0.0,0.891353001017294
10,2,csma,0.2,1.0,100,22,22.0,1628.0580242424244,1.0,22.0,21.34124694919015,106.0,nan,nan,nan,nan,0,0.0,0.9130875202593193
11,2,csma,0.2,1.0,100,22,22.0,1631.604767676768,1.0,22.0,23.758811793393924,108.0,nan,nan,nan,nan,0,0.0,0.901118657610867
12,2,csma,0.2,1.0,100,19,19.0,1486.9687676767678,1.0,19.0,24.342462433349493,112.0,nan,nan,nan,nan,0,0.0,0.8372564935064936
13,2,csma,0.2,1.0,100,18,18.0,1446.133466666667,1.0,18.0,34.95527156549521,115.0,nan,nan,nan,nan,0,0.0,0.8236842105263158
14,2,csma,0.2,1.0,100,18,18.0,1434.7960000000003,1.0,18.0,30.151743883394065,115.0,nan,nan,nan,nan,0,0.0,0.789560213727908
15,2,csma,0.2,1.0,100,18,18.0,1431.6080404040406,1.0,18.0,29.838580576307365,112.0,nan,nan,nan,nan,0,0.0,0.7570187840840235
16,2,csma,0.2,0.82,82,20,20.0,1539.605851851852,1.0,20.0,23.876215505913272,110.0,nan,nan,nan,nan,0,0.0,0.927822482321385
17,2,csma,0.2,0.97,97,20,20.0,1540.584929166667,1.0,20.0,26.7044220325834,113.0,nan,nan,nan,nan,0,0.0,0.8153067678684377
18,2,csma,0.2,1.0,100,20,20.0,1532.6271111111114,1.0,20.0,23.46496651210716,111.0,nan,nan,nan,nan,0,0.0,0.7961443806398687
19,2,csma,0.2,1.0,100,19,19.0,1487.8357535353541,1.0,19.0,31.671666666666667,114.0,nan,nan,nan,nan,0,0.0,0.822239624119029
20,2,csma,0.2,1.0,100,18,18.0,1438.8565494949498,1.0,18.0,33.785328532853285,114.0,nan,nan,nan,nan,0,0.0,0.9045389782210462
21,2,csma,0.2,1.0,100,18,18.0,1444.717890909091,1.0,18.0,37.77193763919822,116.0,nan,nan,nan,nan,0,0.0,0.8856015779092702
22,2,csma,0.2,0.97,97,17,17.0,1387.8436625000002,1.0,17.0,37.366444866920155,114.0,nan,nan,nan,nan,0,0.0,0.9002995293110826
23,2,csma,0.2,0.97,97,19,19.0,1496.2336250000005,1.0,19.0,32.49365921143648,114.19999999999982,nan,nan,nan,nan,0,0.0,0.8894585726004922
24,2,csma,0.2,1.0,100,18,18.0,1446.4763393939397,1.0,18.0,31.862092703074804,113.0,nan,nan,nan,nan,0,0.0,0.8523371797379229
25,2,csma,0.2,0.99,99,18,18.0,1440.3397959183676,1.0,18.0,31.247002997002998,114.0,nan,nan,nan,nan,0,0.0,0.8279569892473119
26,2,csma,0.2,1.0,100,20,20.0,1537.8192121212126,1.0,20.0,28.686698176907495,114.0,nan,nan,nan,nan,0,0.0,0.8877122877122877
27,2,csma,0.2,1.0,100,19,19.0,1483.6082101010102,1.0,19.0,30.710036275695284,114.0,nan,nan,nan,nan,0,0.0,0.8265040975414751
28,2,csma,0.2,1.0,100,18,18.0,1440.4467191919196,1.0,18.0,33.18210098109596,115.0,nan,nan,nan,nan,0,0.0,0.8351318944844125
29,2,csma,0.2,1.0,100,18,18.0,1437.080888888889,1.0,18.0,34.23075089392133,115.0,nan,nan,nan,nan,0,0.0,0.8435551980695757
30,2,csma,0.2,0.93,93,19,19.0,1483.0025565217393,1.0,19.0,25.441402497598464,112.0,nan,nan,nan,nan,0,0.0,0.9305027932960894
31,2,csma,0.2,1.0,100,17,17.0,1387.2649535353537,1.0,17.0,40.47974217311234,117.0,nan,nan,nan,nan,0,0.0,0.8612212529738303
32,2,csma,0.2,1.0,100,20,20.0,1538.6434141414145,1.0,20.0,26.49203049203049,113.0,nan,nan,nan,nan,0,0.0,0.869277108433735
33,2,csma,0.2,1.0,100,19,19.0,1491.3391353535355,1.0,19.0,30.932509270704575,113.0,nan,nan,nan,nan,0,0.0,0.8189916987244381
34,2,csma,0.2,1.0,100,18,18.0,1439.91376969697,1.0,18.0,34.27147133317983,115.0,nan,nan,nan,nan,0,0.0,0.8834418226200162
35,2,csma,0.2,1.0,100,24,24.0,1726.9849373737375,1.0,24.0,19.75053969776925,105.0,nan,nan,nan,nan,0,0.0,0.8473577235772358
36,2,csma,0.2,0.97,97,21,21.0,1587.2024583333334,1.0,21.0,24.10246095598675,111.0,nan,nan,nan,nan,0,0.0,0.8848408710217756
37,2,csma,0.2,0.96,96,21,21.0,1588.0472252631582,1.0,21.0,25.88054298642534,110.0,nan,nan,nan,nan,0,0.0,0.9147350993377483
38,2,csma,0.2,1.0,100,17,17.0,1395.0502383838386,1.0,17.0,39.34193548387097,116.0,nan,nan,nan,nan,0,0.0,0.9067984668146056
39,2,csma,0.2,1.0,100,19,19.0,1490.2697616161618,1.0,19.0,31.643897538925163,115.0,nan,nan,nan,nan,0,0.0,0.7989566613162119
40,2,csma,0.2,1.0,100,18,18.0,1448.6466383838385,1.0,18.0,39.98815931108719,117.0,nan,nan,nan,nan,0,0.0,0.9111416241663397
41,2,csma,0.2,1.0,100,19,19.0,1487.0671232323234,1.0,19.0,29.347099977431732,113.0,nan,nan,nan,nan,0,0.0,0.8942482341069626
42,2,csma,0.2,1.0,100,17,17.0,1390.2099191919194,1.0,17.0,36.68728363720286,115.0,nan,nan,nan,nan,0,0.0,0.8945086705202312
43,2,csma,0.2,0.96,96,20,20.0,1533.8225515789475,1.0,20.0,25.298419438546826,113.0,nan,nan,nan,nan,0,0.0,0.9026831345826235
44,2,csma,0.2,1.0,100,19,19.0,1493.0203353535355,1.0,19.0,26.75481520041645,112.0,nan,nan,nan,nan,0,0.0,0.7657962926051425
45,2,csma,0.2,1.0,100,17,17.0,1393.9623515151518,1.0,17.0,37.73598130841121,115.0,nan,nan,nan,nan,0,0.0,0.8268933539412674
46,2,csma,0.2,0.99,99,19,19.0,1488.734497959184,1.0,19.0,29.332389046270066,114.0,nan,nan,nan,nan,0,0.0,0.8680327868852459
47,2,csma,0.2,1.0,100,19,19.0,1489.5533696969699,1.0,19.0,31.504750593824227,115.0,nan,nan,nan,nan,0,0.0,0.8625281704568736
48,2,csma,0.2,0.99,99,18,18.0,1440.3183795918371,1.0,18.0,34.32476046394352,115.0,nan,nan,nan,nan,0,0.0,0.8012121212121213
49,2,csma,0.2,1.0,100,18,18.0,1433.666771717172,1.0,18.0,30.19560544542632,114.0,nan,nan,nan,nan,0,0.0,0.8713839750260146
0,2,bsps_ack,0.2,0.99,99,19,15.556,589.266187755102,0.06014153367535563,0.9316734693877552,33.126498553121124,115.0,35.768,67.048,0.465726467694326,0.765053460889139,0,0.20463001240181894,1.0
1,2,bsps_ack,0.2,1.0,100,18,15.008,591.8017898989899,0.06694661710838182,1.0026262626262625,31.495039682539684,115.0,35.008,70.204,0.4657272727272727,0.7692307692307693,0,0.18194444444444444,1.0
2,2,bsps_ack,0.2,1.0,100,20,15.688,589.0484404040405,0.06005702130113894,0.9407676767676767,32.32946145723337,115.0,35.856,68.964,0.46800134025799967,0.7678140096618358,0,0.1928194297782471,1.0
3,2,bsps_ack,0.2,0.99,99,18,14.328,588.5960040816327,0.06509827183620702,0.931469387755102,31.31276638928354,114.0,35.36,67.788,0.46471544715447155,0.7659459459459459,0,0.1999188146945403,1.0
4,2,bsps_ack,0.2,1.0,100,19,14.42,589.6916202020203,0.06515796915502799,0.9362020202020203,31.7148178807947,114.0,35.984,67.576,0.4673450070989115,0.7687569988801791,0,0.1945364238410596,1.0
5,2,bsps_ack,0.2,0.97,97,19,15.172,588.7130666666668,0.062144177350427356,0.9406666666666668,31.651220012302645,114.0,34.384,67.104,0.46345568200032056,0.7619300106044539,0,0.19725240926799262,1.0
6,2,bsps_ack,0.2,1.0,100,21,15.512,590.0220888888889,0.062309243038809595,0.9624242424242425,31.492969063881077,115.0,35.072,68.66,0.46749665775401067,0.7802944507361268,0,0.18722378465247086,1.0
7,2,bsps_ack,0.2,1.0,100,18,13.756,587.6948727272728,0.06554598371523505,0.8994343434343434,32.61363636363637,113.0,36.3,67.552,0.4639125927107425,0.7563998922123417,0,0.21245941558441558,1.0
8,2,bsps_ack,0.2,1.0,100,22,16.952,586.9300040404041,0.05270935768546707,0.891959595959596,32.93949372298827,116.0,36.9,68.468,0.46687275461609157,0.7616580310880829,0,0.19366124717019964,1.0
9,2,bsps_ack,0.2,1.0,100,21,15.744,588.5534828282828,0.058336610940945305,0.9136161616161617,33.37400530503979,116.0,36.968,68.068,0.4653113907712165,0.7622086570477248,0,0.20240767190369313,1.0
10,2,bsps_ack,0.2,1.0,100,22,16.024,591.0851959595959,0.060596951702885656,0.9663030303030302,32.4227309893704,116.0,35.848,68.224,0.4663952684537983,0.7673545966228893,0,0.19480784955028618,1.0
11,2,bsps_ack,0.2,1.0,100,22,16.624,589.183785858586,0.05717340310379526,0.9485252525252525,32.584740711305386,116.0,35.628,69.112,0.4656263180092788,0.7772290809327846,0,0.18935028809854956,1.0
12,2,bsps_ack,0.2,1.0,100,19,14.272,588.8986101010101,0.06568066439733107,0.9337373737373738,30.811830173124484,113.0,35.732,68.404,0.46657669101302,0.7665571975916804,0,0.19311624072547404,1.0
13,2,bsps_ack,0.2,1.0,100,18,14.88,588.7862505050505,0.06268798630563337,0.931070707070707,31.800041788549937,114.0,35.824,68.508,0.4670606776989756,0.7626404494382022,0,0.19765984120351024,1.0
14,2,bsps_ack,0.2,1.0,100,18,14.28,588.5500363636365,0.06474206860677449,0.9234343434343434,31.773997569866342,114.0,36.576,68.2,0.4656858846918489,0.7643537414965986,0,0.20271364925070878,1.0
15,2,bsps_ack,0.2,1.0,100,18,14.136,589.1163030303031,0.0673653328153328,0.950060606060606,29.98277197057685,113.0,35.9,69.8,0.4660080375083724,0.7736220472440944,0,0.18234610917537747,1.0
16,2,bsps_ack,0.2,0.82,82,20,14.704,589.5985975308641,0.06458923798705933,0.9476543209876542,31.74014381353831,114.0,29.2,55.752,0.466423579459131,0.767813694820994,0,0.19637986610463676,1.0
17,2,bsps_ack,0.2,0.97,97,20,15.888,589.6392041666667,0.06120237683748714,0.9716666666666667,31.065835207524024,115.0,34.284,68.456,0.46401062416998673,0.7643994211287989,0,0.18585156409732162,1.0
18,2,bsps_ack,0.2,1.0,100,20,15.824,588.1571797979799,0.05836085061595898,0.9215353535353535,30.498564985649857,114.0,36.2,68.616,0.4694273697832417,0.7752510336680449,0,0.18306683066830667,1.0
19,2,bsps_ack,0.2,1.0,100,19,15.776,588.9304161616161,0.059803376833769,0.9421414141414141,31.470482289373624,115.0,35.752,68.856,0.46622387817916733,0.7733990147783252,0,0.18871322793676207,1.0
