net,burst,scheme,p,reachable,nodes,tree_frame,frame_len,energy_uC,duty_b,radio_on,latency,latency_p95,wasted,granted,removal,service,failed,delayed,pdr
41,1.25,baps,0.2,1.0,100,19,13.0,535.4701373737375,0.047900053163211054,0.7835555555555557,59.25224489795919,119.0,28.928,56.5,0.5559324982602645,0.6427619893428064,0,0.4336734693877551,1.0
42,1.25,baps,0.2,1.0,100,17,12.0,539.074787878788,0.059912740853917325,0.8437979797979797,53.95508559919436,117.0,29.964,59.5,0.5564726324934839,0.6447661469933185,0,0.39798590130916417,1.0
43,1.25,baps,0.2,0.96,96,20,12.5,536.1567242105264,0.05255368421052632,0.7938947368421052,56.95035313668467,120.0,28.08,55.0,0.5557100785340314,0.6425879396984925,0,0.4268799335272123,1.0
44,1.25,baps,0.2,1.0,100,19,13.0,535.0590828282828,0.047752107541581226,0.7762424242424242,57.87710745480398,119.0,29.256,57.052,0.553109567255378,0.6393586646167362,0,0.4243347552305505,1.0
45,1.25,baps,0.2,1.0,100,17,12.0,538.6080969696969,0.05802597402597402,0.8356767676767677,54.170217001791755,117.0,29.268,58.5,0.5552096843925638,0.6439684329199549,0,0.3993629305196098,1.0
46,1.25,baps,0.2,0.99,99,19,13.0,536.0029020408164,0.04727481970231702,0.7883673469387755,58.63636363636363,119.0,27.74,56.0,0.5552257600287821,0.6401186672752168,0,0.42991589907889466,1.0
47,1.25,baps,0.2,1.0,100,19,13.5,535.6060808080808,0.04873976608187134,0.7822222222222222,55.51183313277176,119.0,30.06,59.0,0.5560513106525377,0.6421499292786421,0,0.4049338146811071,1.0
48,1.25,baps,0.2,0.99,99,18,12.472,533.825893877551,0.046843213475866535,0.7513877551020408,57.4412126177796,118.0,27.92,55.528,0.5540060401492272,0.6433286185761433,0,0.43219991806636626,1.0
49,1.25,baps,0.2,1.0,100,18,12.5,533.8834707070707,0.04758345358345358,0.7552323232323233,58.758404212231675,118.0,29.232,56.5,0.5526683660883152,0.6323620582765034,0,0.44349939246658565,1.0
0,1.25,lt,0.2,0.99,99,19,15.384,542.6138326530613,0.05897147837156841,0.9079183673469388,46.169386490394544,115.0,33.312,64.884,0.5330338266384778,0.6575716234652115,0,0.3367072918818426,1.0
1,1.25,lt,0.2,1.0,100,18,15.064,546.7012040404041,0.0634357493269258,0.9654949494949494,45.32889426957224,116.0,32.74,67.548,0.5447225455956538,0.6489091831557585,0,0.3171912832929782,1.0
2,1.25,lt,0.2,1.0,100,20,16.06,544.0456606060607,0.056742267536385185,0.9245252525252525,45.50550122249389,118.0,32.78,66.936,0.5340404315111957,0.6563166627162835,0,0.31927465362673185,1.0
3,1.25,lt,0.2,0.99,99,18,14.064,542.0657877551022,0.06196568361610379,0.895795918367347,46.59991884763644,116.0,32.34,64.652,0.5351965065502183,0.6487912087912088,0,0.34814363968350576,1.0
4,1.25,lt,0.2,1.0,100,19,13.94,543.2410222222223,0.0648839615194339,0.915070707070707,46.06262749898001,115.0,33.192,65.34,0.5224957555178268,0.6604026845637584,0,0.3388412892696858,1.0
5,1.25,lt,0.2,0.97,97,19,15.448,542.4078458333335,0.0568675348344466,0.89325,47.13121231025161,117.0,29.788,62.568,0.5421097770154374,0.6492374727668845,0,0.3508005822416303,1.0
6,1.25,lt,0.2,1.0,100,21,14.296,543.4549454545455,0.06285967792358166,0.9168080808080808,47.14698746461787,116.0,31.784,64.924,0.5433732784832767,0.6472904122278833,0,0.3441164577436312,1.0
7,1.25,lt,0.2,1.0,100,18,13.672,541.5279353535354,0.06506270766270766,0.8871515151515151,44.59090909090909,114.0,34.444,66.484,0.5253428741800835,0.6535136333407227,0,0.3333333333333333,1.0
8,1.25,lt,0.2,1.0,100,22,17.524,541.3487070707071,0.05029982470039229,0.8858181818181817,44.96545380212592,117.0,34.86,67.584,0.536108369965013,0.6553741165001219,0,0.30744071954210955,1.0
9,1.25,lt,0.2,1.0,100,21,14.74,542.1026464646466,0.05971454448214463,0.8954343434343435,46.039542352468885,117.0,33.732,65.752,0.5370290168904288,0.6520763187429854,0,0.33179446005620233,1.0
10,1.25,lt,0.2,1.0,100,22,15.496,542.8321979797979,0.05618861662880802,0.9073939393939394,49.56849175656422,119.0,32.312,63.628,0.5384173841738418,0.6478594950603732,0,0.35802971707714226,1.0
11,1.25,lt,0.2,1.0,100,22,16.652,543.1966262626264,0.053898027987759674,0.9135353535353535,47.83479473893982,118.0,33.14,66.6,0.5418994413407822,0.6426624261699228,0,0.3337983260263053,1.0
12,1.25,lt,0.2,1.0,100,19,14.276,542.3197616161616,0.06199471548455506,0.8987878787878788,44.80367085997113,116.0,32.84,65.38,0.531489111241907,0.65664448014689,0,0.3314085378428542,1.0
13,1.25,lt,0.2,1.0,100,18,13.808,543.0763838383839,0.06577788877788877,0.9067070707070707,44.9009009009009,114.0,32.012,65.576,0.5312900196363015,0.6497685695393431,0,0.3375375375375375,1.0
14,1.25,lt,0.2,1.0,100,18,13.528,542.2998787878789,0.06579836426200063,0.9005656565656566,45.810375670840784,115.0,32.44,65.0,0.5410594891136636,0.6481239092495636,0,0.34446432120850723,1.0
15,1.25,lt,0.2,1.0,100,18,13.992,542.6555353535355,0.06356696905787815,0.9045252525252524,45.547846889952154,115.0,33.312,66.468,0.5353835086772772,0.6469513587577073,0,0.33672248803827753,1.0
16,1.25,lt,0.2,0.82,82,20,14.084,543.2079950617284,0.06370842639568129,0.9143703703703704,47.025086934923,116.0,25.964,52.84,0.5457502168256722,0.6474758933635848,0,0.349478390461997,1.0
17,1.25,lt,0.2,0.97,97,20,15.732,544.8242791666668,0.05867073852145446,0.9415833333333332,43.62294407894737,117.0,32.796,66.416,0.5299048695488368,0.6549721751754174,0,0.3092105263157895,1.0
18,1.25,lt,0.2,1.0,100,20,15.212,542.1241616161617,0.057238625934704364,0.8922828282828283,45.827405012126114,116.0,31.74,65.092,0.5401996847083552,0.6562788550323176,0,0.33468067906224735,1.0
19,1.25,lt,0.2,1.0,100,19,15.868,543.0075474747475,0.05608012267516911,0.9093333333333332,47.56328233657858,118.0,31.732,65.292,0.5477142360507561,0.6499777481085892,0,0.3397575998410491,1.0
20,1.25,lt,0.2,1.0,100,18,14.156,543.8625171717173,0.06392889092488022,0.9216161616161616,45.26852605863192,117.0,32.284,65.68,0.5394419565966242,0.6492707383773929,0,0.3344869706840391,1.0
21,1.25,lt,0.2,1.0,100,18,13.584,543.9461171717173,0.0669908325681053,0.9227070707070707,47.9493487698987,115.0,31.332,63.972,0.5406241939644054,0.6443121995880065,0,0.3578664461443043,1.0
22,1.25,lt,0.2,0.97,97,17,14.188,541.4993666666667,0.061220552884615385,0.8854583333333332,49.28151877491084,116.0,30.828,61.428,0.5432913590968302,0.6430323299888517,0,0.37088315502412417,1.0
23,1.25,lt,0.2,0.97,97,19,15.164,545.8269166666668,0.061444062133400375,0.9565416666666666,47.433105164903544,118.0,31.268,64.212,0.5432900432900433,0.6447623666343356,0,0.333125907488073,1.0
24,1.25,lt,0.2,1.0,100,18,13.956,543.5187717171717,0.06502648894975098,0.9226666666666666,47.24093731223713,115.0,32.456,64.952,0.5420059049834481,0.6476983576220218,0,0.3462847987182055,1.0
25,1.25,lt,0.2,0.99,99,18,14.868,541.8036408163266,0.0588942579229494,0.892,46.06962153410241,116.0,32.616,64.624,0.535334913528224,0.6499197063546684,0,0.339404978749241,1.0
26,1.25,lt,0.2,1.0,100,20,16.464,542.3506464646466,0.054323843005215554,0.9005656565656566,46.777169505271694,116.0,32.36,65.62,0.54553877513203,0.6503446636558118,0,0.3400243309002433,1.0
27,1.25,lt,0.2,1.0,100,19,13.632,544.2070343434344,0.06625874125874125,0.9192727272727272,44.724781572676726,115.0,30.912,65.996,0.5416478249072986,0.6509115462525321,0,0.3367752184273233,1.0
28,1.25,lt,0.2,1.0,100,18,15.064,541.1904040404041,0.05686736923207511,0.8759595959595959,48.459682284335415,116.0,31.528,64.188,0.5371274185114171,0.6473707467962881,0,0.35712849386688117,1.0
29,1.25,lt,0.2,1.0,100,18,14.572,544.0714828282829,0.06165264002518904,0.9298181818181819,45.7189049791708,116.0,32.656,66.4,0.5493281796429229,0.6453010948905109,0,0.3332672088871256,1.0
30,1.25,lt,0.2,0.93,93,19,13.388,543.7096043478263,0.0684861636551854,0.9282173913043479,47.97831800262812,114.0,29.94,59.168,0.5460768825697736,0.6441689623507806,0,0.35830048182216384,1.0
31,1.25,lt,0.2,1.0,100,17,13.36,543.2225656565657,0.06805245007517735,0.910909090909091,47.258887326772445,114.0,31.56,64.748,0.539172919211307,0.6454385191714411,0,0.3558947579835308,1.0
32,1.25,lt,0.2,1.0,100,20,15.476,542.5376363636365,0.05871520197304511,0.9045656565656566,46.57735085945399,115.0,32.82,65.68,0.5380619891008175,0.6462494451841988,0,0.3429726996966633,1.0
33,1.25,lt,0.2,1.0,100,19,15.876,545.343688888889,0.05871969018635685,0.9484444444444445,46.64755970924195,117.0,31.724,66.088,0.5512173128944996,0.6466346153846154,0,0.3312564901349948,1.0
34,1.25,lt,0.2,1.0,100,18,14.196,542.7538747474749,0.060886631431551215,0.9122424242424243,46.925858216534635,117.0,33.536,65.368,0.5437196073034223,0.6527676176542306,0,0.33231769246394477,1.0
35,1.25,lt,0.2,1.0,100,24,20.172,539.1831636363637,0.04193280777560565,0.8458585858585859,47.42750704792589,120.0,34.996,67.776,0.5292633213627099,0.6518875095008867,0,0.3201772049939589,1.0
36,1.25,lt,0.2,0.97,97,21,15.7,537.8172666666667,0.05078298516212603,0.8241666666666666,50.77157148812005,118.0,31.324,60.604,0.5458410202935751,0.6464561990382605,0,0.36911213005418925,1.0
37,1.25,lt,0.2,0.96,96,21,16.212,546.6415410526316,0.05874674710114176,0.9714526315789473,45.18801961202302,118.0,32.484,65.412,0.5450522928399034,0.6463478717813977,0,0.31059475591558305,1.0
38,1.25,lt,0.2,1.0,100,17,13.096,541.964501010101,0.06700285488921852,0.8992323232323232,48.38951464263772,115.0,33.108,64.172,0.5377382251700109,0.6480714752669426,0,0.3626868728240836,1.0
39,1.25,lt,0.2,1.0,100,19,14.756,542.8971434343435,0.06101014508367449,0.9079191919191919,45.41561610410736,115.0,33.056,66.644,0.5390774269857156,0.6475698520779526,0,0.33387555917039446,1.0
40,1.25,lt,0.2,1.0,100,18,13.968,545.6456363636364,0.06802088414655261,0.954060606060606,45.8284664080049,116.0,32.82,66.184,0.5361505746086327,0.6489640390569184,0,0.3326526444762099,1.0
41,1.25,lt,0.2,1.0,100,19,14.1,540.6808161616162,0.06002348183604867,0.8711919191919192,49.86448979591837,116.0,31.168,62.376,0.5440589765828274,0.6501118568232662,0,0.3706122448979592,1.0
42,1.25,lt,0.2,1.0,100,17,13.892,544.0391191919192,0.06558420500078255,0.9216161616161617,46.74179254783484,116.0,31.54,64.796,0.5340209759902921,0.6533721711853013,0,0.3434038267875126,1.0
43,1.25,lt,0.2,0.96,96,20,13.96,542.6401305263157,0.06479804888609841,0.8976,47.097216452014955,117.0,29.064,60.652,0.5441332571241937,0.6528508310540712,0,0.3568757789779809,1.0
44,1.25,lt,0.2,1.0,100,19,14.56,540.9163717171717,0.05858892089952696,0.879070707070707,47.8732480195003,117.0,33.092,64.516,0.5413741223671013,0.6461640211640212,0,0.34897420272191754,1.0
45,1.25,lt,0.2,1.0,100,17,13.444,544.0294585858587,0.06746169386169386,0.9288080808080809,45.42544296237308,115.0,31.984,64.588,0.5388261656468155,0.6568114623607004,0,0.3330678877165041,1.0
46,1.25,lt,0.2,0.99,99,19,15.404,543.7620326530613,0.060252898192243935,0.9266938775510204,45.34361233480176,115.0,32.832,65.64,0.5419908773812718,0.6517712433433666,0,0.3225871045254305,1.0
47,1.25,lt,0.2,1.0,100,19,14.78,539.7834424242425,0.05601724971404116,0.8483232323232324,48.09426393902928,116.0,31.556,63.812,0.5350298210735587,0.6493401015228426,0,0.3602085840352988,1.0
48,1.25,lt,0.2,0.99,99,18,14.972,541.0940163265306,0.05816249052734647,0.8846122448979593,43.91765669807456,116.0,34.888,66.424,0.5335042432814711,0.6556829035339063,0,0.3117574764440803,1.0
49,1.25,lt,0.2,1.0,100,18,14.584,539.4713252525253,0.05664950775111203,0.8522424242424242,49.32381530984204,115.0,32.88,63.764,0.537088586867529,0.6424989552862516,0,0.36978533819360065,1.0
0,1.25,ewma,0.2,0.99,99,19,15.472,543.3277020408165,0.059801732565013664,0.9206122448979592,46.12208221441851,115.0,33.3,65.216,0.4925032880315651,0.6715765247410816,0,0.33546787853749227,1.0
1,1.25,ewma,0.2,1.0,100,18,14.744,547.4074828282829,0.06670073709877633,0.9808888888888889,44.59705407586763,116.0,33.488,68.36,0.4917701414958129,0.6658896658896659,0,0.3149717514124294,1.0
2,1.25,ewma,0.2,1.0,100,20,15.56,545.0307111111111,0.060645328273759645,0.9414949494949495,45.43643031784841,116.0,32.68,67.372,0.4930718013316538,0.6653771760154739,0,0.32559087204563975,1.0
3,1.25,ewma,0.2,0.99,99,18,13.944,543.6358897959184,0.06635182061835723,0.9240816326530612,43.41306553053358,114.0,32.996,66.152,0.49089182422515754,0.6726284808693683,0,0.3242036924325421,1.0
4,1.25,ewma,0.2,1.0,100,19,14.096,544.1743070707071,0.0663192023662612,0.9324848484848485,46.39290085679315,115.0,33.564,66.112,0.4898097826086957,0.66227089852481,0,0.3441452468380253,1.0
5,1.25,ewma,0.2,0.97,97,19,14.916,544.1785833333334,0.062330354225023345,0.927625,44.59929299230609,115.0,31.52,64.912,0.4909477263068423,0.6686733556298774,0,0.32834269078810563,1.0
6,1.25,ewma,0.2,1.0,100,21,15.108,544.7187555555557,0.06256722253781077,0.9420202020202021,45.89223615042459,115.0,33.068,66.604,0.4913540835328545,0.6670613308074829,0,0.3348160129397493,1.0
7,1.25,ewma,0.2,1.0,100,18,13.576,541.8939272727273,0.06606416635454068,0.8947070707070707,45.1589898989899,114.0,33.924,66.04,0.4887869520897044,0.6697186243858866,0,0.3393939393939394,1.0
8,1.25,ewma,0.2,1.0,100,22,16.7,541.5486747474748,0.05335662404140216,0.8898585858585859,45.466884709730174,116.0,34.352,67.044,0.4930710773357175,0.6683886838868389,0,0.3221586263286999,1.0
9,1.25,ewma,0.2,1.0,100,21,15.136,542.9690020202021,0.06051718601316124,0.913010101010101,46.840224809313526,116.0,34.372,66.62,0.4880242109814094,0.6593010146561443,0,0.3402248093135287,1.0
10,1.25,ewma,0.2,1.0,100,22,15.484,545.5283151515151,0.06193000634079065,0.9539797979797979,45.55505800936292,117.0,33.564,66.364,0.4927182491253763,0.6662928907826867,0,0.3293303480561775,1.0
11,1.25,ewma,0.2,1.0,100,22,16.344,544.1347030303032,0.057159417857302275,0.931959595959596,45.14567556795536,116.0,33.56,67.324,0.49085906993255235,0.6680056710775047,0,0.31626145874850536,1.0
12,1.25,ewma,0.2,1.0,100,19,13.968,543.3404686868688,0.0660028895347077,0.9181010101010101,44.90266034233863,114.0,33.448,66.392,0.4925686455621799,0.6664363049988482,0,0.33594555578469787,1.0
13,1.25,ewma,0.2,1.0,100,18,14.612,544.5592606060607,0.06400581890876009,0.934060606060606,44.62222222222222,115.0,32.86,67.096,0.48936530802474365,0.6673409755001124,0,0.32812812812812814,1.0
14,1.25,ewma,0.2,1.0,100,18,13.924,543.5711717171718,0.06655475265475266,0.9255353535353535,43.29874776386404,114.0,33.732,66.792,0.49095234049783365,0.6760437597678053,0,0.3210097396143908,1.0
15,1.25,ewma,0.2,1.0,100,18,13.932,544.6113818181818,0.06746936874771099,0.937939393939394,42.02910685805423,114.0,33.64,67.964,0.492781861659729,0.6775956284153005,0,0.3048245614035088,1.0
16,1.25,ewma,0.2,0.82,82,20,14.344,544.5701728395063,0.06571570316635676,0.9405925925925926,44.938152011922504,115.0,27.072,54.4,0.49197803381070315,0.6630089517759168,0,0.3323397913561848,1.0
17,1.25,ewma,0.2,0.97,97,20,15.748,545.9007708333335,0.06097812836673131,0.958875,43.47923519736842,115.0,32.584,66.932,0.4886843835101887,0.6659351377712753,0,0.3112664473684211,1.0
18,1.25,ewma,0.2,1.0,100,20,15.66,543.7554505050506,0.05908753802479292,0.9243636363636364,45.34135004042037,115.0,33.344,67.256,0.48959608323133413,0.6632653061224489,0,0.3318512530315279,1.0
19,1.25,ewma,0.2,1.0,100,19,15.584,544.343595959596,0.060117317033003305,0.9358787878787878,44.8138287303795,115.0,33.252,67.276,0.4898135359116022,0.6709692028985508,0,0.32425988476058015,1.0
20,1.25,ewma,0.2,1.0,100,18,13.776,545.0878181818182,0.0687414455914456,0.9451313131313132,44.73228827361564,114.0,32.896,66.756,0.4915747155931913,0.6634950104432583,0,0.3348941368078176,1.0
21,1.25,ewma,0.2,1.0,100,18,14.124,545.5703272727274,0.06771435231435231,0.9524848484848485,46.01777961546413,115.0,32.692,66.084,0.4938998378977903,0.6697826594998831,0,0.33615877610088896,1.0
22,1.25,ewma,0.2,0.97,97,17,13.856,544.0941666666668,0.06734378052503052,0.9323333333333333,45.482064191315295,114.0,32.244,64.068,0.49052377670572017,0.6707650273224044,0,0.3387874973778057,1.0
23,1.25,ewma,0.2,0.97,97,19,15.364,547.5212833333335,0.06422128395161483,0.9862083333333332,44.249118440157645,116.0,32.076,65.94,0.4911220600539184,0.6709241172051089,0,0.30657539929475214,1.0
24,1.25,ewma,0.2,1.0,100,18,14.188,544.5362666666667,0.06645390657075148,0.9406464646464646,45.96895653915482,114.0,33.032,66.112,0.48977777777777776,0.6661176470588235,0,0.3384738634087723,1.0
25,1.25,ewma,0.2,0.99,99,18,14.852,543.2893551020408,0.06194621793772454,0.9196326530612245,43.59441408621736,114.0,33.42,66.156,0.4946526389009651,0.67333490232996,0,0.3193685488767456,1.0
26,1.25,ewma,0.2,1.0,100,20,16.388,543.7798545454546,0.05670488567924069,0.9284040404040405,45.14760746147608,116.0,33.476,67.3,0.491324703938309,0.669345020696372,0,0.3246147607461476,1.0
27,1.25,ewma,0.2,1.0,100,19,13.98,545.928206060606,0.06836537873890813,0.9532525252525251,43.2214058776807,114.0,32.376,68.004,0.48851193681565247,0.6675080312069757,0,0.32347100873709295,1.0
28,1.25,ewma,0.2,1.0,100,18,14.228,542.445103030303,0.0634716660246072,0.9016161616161616,44.76412628192238,114.0,33.02,66.032,0.49247570728351536,0.6735300846488218,0,0.33239493263623565,1.0
29,1.25,ewma,0.2,1.0,100,18,15.036,545.8240080808082,0.06400620305620305,0.9608484848484848,44.046022614560606,114.0,33.576,68.376,0.48746238716148443,0.6672892832127014,0,0.3217615552469748,1.0
30,1.25,ewma,0.2,0.93,93,19,13.192,544.929843478261,0.07233765944200726,0.9519565217391305,46.35851949189663,114.0,31.316,60.948,0.49019607843137253,0.6659649122807018,0,0.3425317564607972,1.0
31,1.25,ewma,0.2,1.0,100,17,13.4,544.1912161616161,0.06968195222286132,0.9329292929292929,45.10544286001205,114.0,33.496,66.712,0.4900181488203267,0.6656130051930458,0,0.3358104036955212,1.0
32,1.25,ewma,0.2,1.0,100,20,15.336,543.7601252525253,0.06060760532514918,0.9273535353535354,44.1201213346815,115.0,33.564,67.0,0.49382404839929417,0.6688893998620372,0,0.32012133468149645,1.0
33,1.25,ewma,0.2,1.0,100,19,15.216,546.6241333333335,0.06410950400362166,0.9741414141414141,43.34766355140187,115.0,33.432,68.204,0.4956335769025129,0.6720456802383317,0,0.3063343717549325,1.0
34,1.25,ewma,0.2,1.0,100,18,14.244,545.0137010101012,0.06666110186110186,0.9479595959595959,45.10725167580743,114.0,33.316,66.912,0.4929936305732484,0.6708229426433915,0,0.3284582571602681,1.0
35,1.25,ewma,0.2,1.0,100,24,19.128,540.4178545454547,0.045520764069549545,0.8677979797979798,45.73983084977849,119.0,34.52,67.884,0.4939759036144578,0.6750967741935484,0,0.3117196939186468,1.0
36,1.25,ewma,0.2,0.97,97,21,15.524,540.002275,0.055914076715087746,0.8654166666666667,47.401625677365566,116.0,32.184,62.36,0.49249821386044296,0.6726842897055663,0,0.34618591079616506,1.0
37,1.25,ewma,0.2,0.96,96,21,16.308,547.6889389473685,0.060800187503369844,0.9891368421052631,44.35706672351311,117.0,32.636,66.12,0.4919226166733147,0.668189145620634,0,0.30654444681304627,1.0
38,1.25,ewma,0.2,1.0,100,17,13.68,543.4468444444445,0.06780348271257361,0.9260606060606061,46.97522015154618,114.0,33.872,65.664,0.4914009016530306,0.6660769570986289,0,0.35142330534507477,1.0
39,1.25,ewma,0.2,1.0,100,19,14.432,543.8661333333334,0.06437420727420728,0.9276363636363636,44.04371695811305,114.0,33.516,67.34,0.49079089924160346,0.669142309535218,0,0.3247254981699878,1.0
40,1.25,ewma,0.2,1.0,100,18,14.192,546.3576484848485,0.06857994650427805,0.9694545454545455,44.19093322442312,115.0,33.748,67.22,0.4941891650277132,0.6791338582677166,0,0.31652031856238516,1.0
41,1.25,ewma,0.2,1.0,100,19,14.504,542.9243434343434,0.063067228542897,0.9130505050505051,46.34367346938775,115.0,33.144,65.332,0.4909654104284977,0.6731384193695752,0,0.34122448979591835,1.0
42,1.25,ewma,0.2,1.0,100,17,14.084,545.5094666666666,0.06774352577507657,0.9520808080808081,43.99073514602215,114.0,33.02,66.624,0.4929529047782743,0.6734647112740605,0,0.32124874118831825,1.0
43,1.25,ewma,0.2,0.96,96,20,13.936,543.9587073684212,0.0668363281438204,0.9259789473684211,44.67864561695056,115.0,31.172,62.936,0.4925397209452375,0.672245164094762,0,0.3367262152056502,1.0
44,1.25,ewma,0.2,1.0,100,19,14.852,542.6001414141415,0.06142706443882914,0.910949494949495,44.3290676416819,115.0,34.52,66.676,0.4922974987576611,0.6737460460912789,0,0.32053625837903715,1.0
45,1.25,ewma,0.2,1.0,100,17,13.744,546.166698989899,0.07032113257113258,0.9639595959595958,43.85865020903842,114.0,32.528,66.528,0.49166952937135006,0.6730945821854912,0,0.3215210033844316,1.0
46,1.25,ewma,0.2,0.99,99,19,15.256,545.0371346938775,0.0621445988285424,0.9471020408163265,45.34821786143372,115.0,32.704,66.384,0.48954719331020374,0.6712843390467246,0,0.32458950740889064,1.0
47,1.25,ewma,0.2,1.0,100,19,14.664,542.2628727272728,0.061108631709612095,0.8935757575757575,45.105495387083835,114.0,32.756,66.224,0.4906940063091483,0.6695020746887966,0,0.33413557962294427,1.0
