net,sigma,scheme,p,reachable,nodes,delta_T,depth,tree_frame,frame_len,energy_uC,duty_b,radio_on,latency,latency_p95,wasted,granted,removal,service,failed,delayed,pdr
5,20,bsps,0.2,1.0,100,20,4,31,22.772,533.9547313131313,0.03434817550441709,0.7804848484848484,51.286234817813764,122.0,38.3,65.516,0.4458040692201868,0.6960923263818587,0,0.3356275303643725,1.0
6,20,bsps,0.2,1.0,100,14,4,26,20.3,537.6470626262627,0.041582070252953685,0.8425454545454545,49.41413327964566,120.0,37.372,66.292,0.4442400551851,0.6906230065915373,0,0.33078316891483794,1.0
7,20,bsps,0.2,1.0,100,22,4,28,20.64,533.46658989899,0.037444234406488634,0.768888888888889,48.75540012343139,120.0,37.896,65.084,0.447738364046908,0.69922448124083,0,0.332853322361654,1.0
8,20,bsps,0.2,1.0,100,18,4,29,21.88,533.0991111111111,0.03529650235178839,0.7707070707070708,50.939714867617106,121.0,38.1,64.428,0.44642857142857145,0.6947798987144527,0,0.34236252545824847,1.0
9,20,bsps,0.2,1.0,100,22,4,31,22.816,534.0171555555556,0.034137670478364725,0.7766464646464647,51.07661691542289,122.0,37.56,65.448,0.444058423142371,0.693354061406918,0,0.33432835820895523,1.0
10,20,bsps,0.2,1.0,100,23,3,34,23.812,531.9310343434344,0.03136863940739737,0.7446464646464647,52.923809523809524,124.0,38.148,64.536,0.4447037825221391,0.6897549681651554,0,0.34812563323201623,1.0
11,20,bsps,0.2,1.0,100,15,4,28,19.992,535.6802505050505,0.04083013656437663,0.812,50.36539243594957,121.0,38.048,65.04,0.4441823899371069,0.6900958466453674,0,0.34627897519316797,1.0
12,20,bsps,0.2,1.0,100,15,3,29,21.352,536.0633131313133,0.03844609645704495,0.8183838383838383,50.85132957292506,121.0,37.736,65.424,0.4437926989165689,0.6896748431260696,0,0.34307010475423044,1.0
13,20,bsps,0.2,1.0,100,23,4,32,23.396,532.0489777777778,0.03213071485397658,0.7488080808080808,52.90810359231412,123.0,38.772,64.788,0.44559659090909093,0.6910569105691057,0,0.3448203842940685,1.0
14,20,bsps,0.2,1.0,100,17,4,28,19.064,535.5692444444445,0.042634433906743895,0.8089292929292929,50.50794896957802,119.0,37.484,64.34,0.4426641319845203,0.6937149067197972,0,0.3511285574092247,1.0
15,20,bsps,0.2,1.0,100,27,3,35,23.588,531.4800242424244,0.0311586794002179,0.7315151515151515,52.41815625627636,123.0,37.884,64.612,0.4433184232597148,0.689522342064715,0,0.34886523398272745,1.0
16,20,bsps,0.2,1.0,100,25,4,33,23.528,533.4426343434344,0.03265082786927397,0.7653333333333333,49.43495185412825,122.0,38.488,66.688,0.4463964288285694,0.6924501131454434,0,0.3241139110837943,1.0
17,20,bsps,0.2,1.0,100,15,4,28,19.924,536.224585858586,0.0412219797718419,0.8187070707070707,49.93870438704387,120.0,37.468,65.128,0.44673014107999165,0.7024065740559577,0,0.33497334973349735,1.0
18,20,bsps,0.2,1.0,100,25,4,33,22.996,532.1247434343435,0.0325333782317831,0.7438787878787879,52.79858156028369,124.0,38.092,64.756,0.4448671880504474,0.6913189638125371,0,0.34204660587639313,1.0
19,20,bsps,0.2,1.0,100,20,4,30,21.488,535.1170868686869,0.03713726286544538,0.7959191919191919,49.13167402649538,120.0,37.484,66.016,0.44453186467348543,0.6897788404064554,0,0.3307908470493778,1.0
20,20,bsps,0.2,1.0,100,20,4,32,22.192,533.955503030303,0.03520131336424408,0.7786262626262627,51.996753905457496,122.0,37.524,64.952,0.4436871816053972,0.6875957120980092,0,0.34550618786772164,1.0
21,20,bsps,0.2,1.0,100,23,4,31,23.224,532.9260606060607,0.03291203828165083,0.7601212121212121,51.50298923874053,123.0,37.976,65.328,0.44399912555563653,0.6936542669584245,0,0.3333997608609008,1.0
22,20,bsps,0.2,1.0,100,19,4,28,20.5,533.6227191919193,0.03794863283169467,0.7746262626262626,51.96076458752515,120.0,37.52,64.268,0.4422845691382766,0.6878842676311031,0,0.36056338028169016,1.0
23,20,bsps,0.2,1.0,100,20,4,32,22.4,534.7026707070708,0.03548843848593241,0.792969696969697,49.287229702162385,121.0,38.472,66.428,0.4465119727185114,0.695862213820626,0,0.3270093839249286,1.0
24,20,bsps,0.2,1.0,100,18,4,26,20.244,535.1029333333333,0.03957628138268565,0.798909090909091,50.02962515114873,121.0,37.808,65.448,0.4435357701607168,0.6948727833461835,0,0.33978234582829503,1.0
25,20,bsps,0.2,1.0,100,20,4,29,22.6,534.5721656565657,0.034978885538169746,0.7886464646464647,50.6736041624975,122.0,37.94,65.832,0.4437326500106769,0.6964045375889252,0,0.3334000400240144,1.0
26,20,bsps,0.2,1.0,100,19,4,28,21.072,534.4525414141416,0.03741724488551396,0.7871111111111111,50.530526735834,121.0,38.108,65.18,0.4443168771526981,0.6937203791469194,0,0.33878691141260975,1.0
27,20,bsps,0.2,0.98,98,35,4,43,27.672,527.4216907216495,0.0240096933895998,0.6593814432989689,57.6390423572744,128.0,37.84,62.736,0.4426159738970067,0.687305900621118,0,0.36402701043585023,1.0
28,20,bsps,0.2,1.0,100,25,4,33,24.196,533.63018989899,0.03179833270694306,0.7665858585858586,51.37532914725542,124.0,37.672,66.192,0.44590590445905903,0.6946875636067575,0,0.3271217338464655,1.0
29,20,bsps,0.2,1.0,100,15,4,28,20.188,537.8601131313133,0.04191948106227058,0.8440808080808081,49.63757426756812,120.0,37.528,66.24,0.44520596844434923,0.6931704386140597,0,0.3306699446834665,1.0
30,20,bsps,0.2,1.0,100,21,3,31,23.708,534.3679272727273,0.03312994072922141,0.7841616161616162,50.79932176341512,122.0,37.652,65.724,0.4458367932362044,0.6945087313275826,0,0.3315380011968881,1.0
31,20,bsps,0.2,1.0,100,22,4,30,22.256,533.9523272727274,0.03506030562506375,0.7773737373737374,50.9220618556701,122.0,38.14,65.768,0.44465358720046333,0.6915130646141382,0,0.3408247422680412,1.0
32,20,bsps,0.2,1.0,100,17,4,28,20.5,534.2781090909091,0.0385610687010293,0.788969696969697,52.57771806531625,121.0,38.44,64.704,0.4438880504870353,0.6832946635730859,0,0.3584125671765192,1.0
33,20,bsps,0.2,1.0,100,22,4,28,19.98,534.1500646464647,0.039159860666776035,0.7770505050505051,50.54962286621675,119.0,37.284,64.856,0.4420657538055189,0.6893529740816707,0,0.35093290988487497,1.0
34,20,bsps,0.2,1.0,100,19,4,30,21.776,536.107187878788,0.03746798541599566,0.8119191919191919,50.78784290507203,123.0,37.492,66.064,0.44257128197610496,0.6929704327393773,0,0.3339253996447602,1.0
35,20,bsps,0.2,1.0,100,20,4,31,22.46,534.0398747474749,0.03488634181265344,0.7802828282828282,51.73997618102422,123.0,37.956,65.096,0.44510427712972783,0.6959843290891283,0,0.3316792377927749,1.0
36,20,bsps,0.2,1.0,100,19,4,31,22.572,534.5026747474748,0.03512224590233143,0.7899797979797979,52.310380479735315,122.0,38.2,65.616,0.44450150392487714,0.6898747176011502,0,0.34408602150537637,1.0
37,20,bsps,0.2,1.0,100,22,3,32,23.38,532.8596606060606,0.03264787413740099,0.7608080808080808,52.8797131147541,123.0,38.164,65.172,0.44449032968545665,0.6910553533805784,0,0.34467213114754097,1.0
38,20,bsps,0.2,1.0,100,28,4,36,23.796,529.846804040404,0.029866598677745895,0.705979797979798,56.1978468413569,125.0,38.524,63.756,0.4438466711499664,0.6884758364312268,0,0.36299004671948,1.0
39,20,bsps,0.2,1.0,100,29,4,38,25.108,531.0164363636366,0.028932219723931164,0.722989898989899,52.76360374725932,125.0,38.396,65.132,0.44575334496800467,0.701280512204882,0,0.3340641817819414,1.0
0,20,baps,0.2,1.0,100,20,4,30,18.0,528.1166303030303,0.026554882154882158,0.6636363636363636,69.7293441648504,129.0,29.8,54.0,0.557315668202765,0.6418389166072701,0,0.4539330295224886,1.0
1,20,baps,0.2,1.0,100,24,4,33,19.5,526.4076202020203,0.022976430976430977,0.6345858585858587,70.72053872053873,132.0,30.176,54.0,0.556347874720358,0.641502808988764,0,0.45395127748068925,1.0
2,20,baps,0.2,1.0,100,19,4,30,18.0,528.1320363636364,0.02565656565656566,0.6641616161616162,67.48532055122828,130.0,29.748,54.0,0.5582479030754893,0.6463700234192038,0,0.45456361094467745,1.0
3,20,baps,0.2,1.0,100,24,4,33,18.5,526.0965575757576,0.021361799816345273,0.624969696969697,72.58092026973424,132.0,28.128,52.0,0.5565796607543955,0.6435449007663588,0,0.46846489488298293,1.0
4,20,baps,0.2,1.0,100,18,4,28,17.0,528.1108,0.026864838864838866,0.6643636363636363,67.65465282019956,128.0,29.728,53.5,0.5557135373793309,0.6449289468561418,0,0.45510079413561394,1.0
5,20,baps,0.2,1.0,100,20,4,31,18.5,526.6685616161617,0.021473226892581732,0.638060606060606,72.23056680161943,130.0,28.912,52.54,0.5548138258418632,0.6402809415337889,0,0.4744939271255061,1.0
6,20,baps,0.2,1.0,100,14,4,26,16.5,530.1749656565657,0.02983083583083583,0.6985050505050505,66.20636198912824,125.0,29.024,54.088,0.5551998750780762,0.6430594900849859,0,0.4533923897724985,1.0
7,20,baps,0.2,1.0,100,22,4,28,16.524,526.6067151515152,0.02577277537277537,0.6370505050505051,67.96009051635465,127.0,29.48,53.024,0.552894658310952,0.6391287284144427,0,0.4671878214359185,1.0
8,20,baps,0.2,1.0,100,18,4,29,18.5,526.7665292929292,0.023689132706374086,0.6467878787878788,67.18329938900203,128.0,30.968,54.0,0.5541774092397742,0.644008149657344,0,0.4515274949083503,1.0
9,20,baps,0.2,1.0,100,22,4,31,19.5,527.3263151515151,0.02361942000651678,0.6494949494949495,69.04975124378109,131.0,30.216,54.508,0.555595746220068,0.6416067809102635,0,0.4469651741293532,1.0
10,20,baps,0.2,1.0,100,23,3,34,20.5,526.0816121212121,0.020987012987012985,0.6301818181818183,69.19614994934143,134.0,30.612,54.0,0.5559665038381019,0.647970479704797,0,0.4470111448834853,1.0
11,20,baps,0.2,1.0,100,15,4,28,16.5,528.8434303030305,0.028561038961038964,0.6792727272727273,67.53395689304595,128.0,29.752,53.5,0.5540540540540541,0.6393596986817326,0,0.4640097600650671,1.0
12,20,baps,0.2,1.0,100,15,3,29,17.528,528.5702464646464,0.025806107047486357,0.6745050505050506,69.4913376309428,128.0,29.752,53.528,0.5556416942702093,0.6419708685488221,0,0.4623287671232877,1.0
13,20,baps,0.2,1.0,100,23,4,32,19.0,525.4662787878789,0.020917087542087542,0.6187474747474748,71.47034252297411,131.0,30.028,52.892,0.5536282162474704,0.6436870642912471,0,0.462406015037594,1.0
14,20,baps,0.2,1.0,100,17,4,28,16.5,528.5346141414142,0.027602597402597403,0.6732525252525253,66.29479882237487,128.0,29.924,53.288,0.5587052952592182,0.6454826520096187,0,0.4604514229636899,1.0
15,20,baps,0.2,1.0,100,27,3,35,19.5,524.7476323232324,0.019645598845598848,0.6024242424242425,74.52259489857401,134.0,28.86,52.0,0.5558243791361275,0.6440242335230402,0,0.47178148222534644,1.0
16,20,baps,0.2,1.0,100,25,4,33,19.6,526.8495555555556,0.02301422595361989,0.6387474747474747,68.16041794714198,132.0,29.384,54.1,0.5552618050965704,0.6466004285992597,0,0.4388444990780578,1.0
17,20,baps,0.2,1.0,100,15,4,28,17.048,529.2265010101011,0.029142857142857144,0.6876363636363636,68.45612956129561,128.0,30.548,54.336,0.555161907461206,0.644514572118062,0,0.45018450184501846,1.0
18,20,baps,0.2,1.0,100,25,4,33,18.0,525.5014949494949,0.023784511784511787,0.6176161616161616,74.22472137791287,133.0,28.856,52.0,0.5553558590941768,0.6441947565543071,0,0.47477203647416416,1.0
19,20,baps,0.2,1.0,100,20,4,30,19.0,528.8675474747475,0.02663838383838384,0.6778181818181819,66.76455238859896,129.0,30.524,55.564,0.5545414719626168,0.6408371040723982,0,0.43918105178643113,1.0
20,20,baps,0.2,1.0,100,20,4,32,19.5,527.2612565656566,0.022680555555555558,0.650020202020202,71.39784946236558,132.0,30.148,54.0,0.5541036869614352,0.6369814020028612,0,0.46662609048488535,1.0
21,20,baps,0.2,1.0,100,23,4,31,18.612,526.6787393939395,0.023670592251237417,0.6387070707070708,68.56875249103228,131.0,29.812,53.828,0.5545224635525141,0.6381454956652846,0,0.45994420087684335,1.0
22,20,baps,0.2,1.0,100,19,4,28,16.0,527.023486868687,0.026884559884559886,0.6475555555555557,69.22997987927566,128.0,29.392,52.5,0.5569438754608766,0.6424666894431158,0,0.47283702213279677,1.0
23,20,baps,0.2,1.0,100,20,4,32,20.448,527.3044606060607,0.020969949494949496,0.6461818181818182,69.39004487964097,131.0,29.476,53.948,0.5563550977124678,0.6473851030110935,0,0.4469604243166055,1.0
24,20,baps,0.2,1.0,100,18,4,26,16.524,527.6675393939395,0.026603119103119105,0.6555151515151515,66.66444981862152,126.0,29.628,53.524,0.5567653890824622,0.6428571428571429,0,0.4598952035469569,1.0
25,20,baps,0.2,1.0,100,20,4,29,17.5,527.4006505050505,0.024137002205967727,0.6491717171717171,67.95597358415048,129.0,28.78,53.024,0.5594181818181818,0.6485454545454545,0,0.45807484490694417,1.0
26,20,baps,0.2,1.0,100,19,4,28,16.5,527.637385858586,0.026388744588744587,0.6545050505050506,68.27494014365523,127.0,29.204,53.0,0.5568039950062422,0.6436931079323797,0,0.461292897047087,1.0
27,20,baps,0.2,0.98,98,35,4,43,24.0,521.8045525773197,0.013769743466794535,0.5485360824742268,81.41866175567833,143.0,28.872,51.04,0.5552500180910341,0.640581844964095,0,0.476365868631062,1.0
28,20,baps,0.2,1.0,100,25,4,33,20.0,526.9567232323233,0.022987974987974988,0.6416969696969698,70.78245898318816,133.0,29.32,53.924,0.5563359455862783,0.6458652373660031,0,0.4520964148268179,1.0
29,20,baps,0.2,1.0,100,15,4,28,17.5,529.9261696969699,0.028382395382395384,0.69410101010101,68.69084204056546,127.0,29.88,54.548,0.5546169531022429,0.642369020501139,0,0.4540053267772997,1.0
30,20,baps,0.2,1.0,100,21,3,31,18.5,527.4834585858587,0.0235900944933203,0.650989898989899,68.98643526830242,130.0,29.052,53.5,0.5569766545958856,0.6472814180442144,0,0.45860762018751244,1.0
31,20,baps,0.2,1.0,100,22,4,30,18.0,527.1676242424243,0.02495084175084175,0.647030303030303,68.2701030927835,129.0,29.676,53.616,0.5553174192594782,0.6434182793638628,0,0.46,1.0
32,20,baps,0.2,1.0,100,17,4,28,16.58,527.9408767676767,0.028092544492544492,0.6654141414141415,68.07544439851178,128.0,30.34,53.608,0.5532391213096404,0.6394794721407625,0,0.4663083918974783,1.0
33,20,baps,0.2,1.0,100,22,4,28,16.592,527.6458585858586,0.028743145743145748,0.6537373737373738,66.72369988090512,127.0,29.964,54.092,0.5578635014836796,0.6463545389563974,0,0.4483922191345772,1.0
34,20,baps,0.2,1.0,100,19,4,30,18.008,529.2266222222223,0.02770543530543531,0.6804848484848485,67.94789816459443,130.0,29.448,54.412,0.5565790459072868,0.6399851769501574,0,0.44957568581014407,1.0
35,20,baps,0.2,1.0,100,20,4,31,18.5,527.7388202020202,0.025209297273813405,0.6584242424242424,70.43032949583169,131.0,30.312,54.248,0.5570542412002308,0.6468622354251764,0,0.44739976181024216,1.0
36,20,baps,0.2,1.0,100,19,4,31,19.0,527.2701292929294,0.022550109388819066,0.6497373737373738,71.34491315136476,130.0,29.892,53.608,0.555066736261278,0.6451169188445667,0,0.4598842018196857,1.0
37,20,baps,0.2,1.0,100,22,3,32,19.5,526.7184,0.02302741702741703,0.6425050505050505,72.23360655737704,132.0,30.392,54.0,0.55292459478506,0.6350719424460431,0,0.4651639344262295,1.0
38,20,baps,0.2,1.0,100,28,4,36,20.0,524.2977090909092,0.02030415263748597,0.5964848484848485,78.05342270972984,136.0,29.86,52.456,0.5538758887278249,0.6354329342356412,0,0.480601259394678,1.0
39,20,baps,0.2,1.0,100,29,4,38,21.0,524.8418828282829,0.019717171717171716,0.6022626262626262,78.27725732509468,138.0,28.876,52.5,0.5552737580187975,0.6386601796407185,0,0.47717759617301175,1.0
0,20,lt,0.2,1.0,100,20,4,30,21.604,531.79618989899,0.03323448576125506,0.7247676767676768,56.577570834158905,122.0,32.82,60.048,0.5264285714285715,0.6589090909090909,0,0.39033088963740836,1.0
1,20,lt,0.2,1.0,100,24,4,33,24.024,529.7004525252526,0.028329383987436015,0.6912323232323231,56.13091701326996,124.0,34.444,61.036,0.5165663692328976,0.6642612303806603,0,0.37274707862943157,1.0
2,20,lt,0.2,1.0,100,19,4,30,21.256,531.9197414141415,0.03362624564330546,0.7316767676767677,55.78829638506092,123.0,33.396,60.604,0.5321186137906395,0.6561307901907357,0,0.38925504293988417,1.0
3,20,lt,0.2,1.0,100,24,4,33,24.172,531.0430424242425,0.02922769826407194,0.7178585858585859,53.58825862752876,126.0,36.76,63.772,0.5185839348794348,0.6623141824025713,0,0.3490678302261008,1.0
4,20,lt,0.2,1.0,100,18,4,28,21.164,532.2111353535354,0.03397724822203519,0.7380202020202021,56.65139482793728,123.0,34.188,60.852,0.5268969633664105,0.6519521287031588,0,0.38871920179189573,1.0
5,20,lt,0.2,1.0,100,20,4,31,23.132,531.6696161616163,0.030965970498915973,0.7307474747474748,54.686437246963564,123.0,35.18,62.076,0.5343090387585496,0.6574810789831166,0,0.36417004048582996,1.0
6,20,lt,0.2,1.0,100,14,4,26,19.944,534.9388808080807,0.03817531316769091,0.786060606060606,55.00382524662774,122.0,33.948,62.12,0.5399266255561627,0.643045150840251,0,0.37749144352728004,1.0
7,20,lt,0.2,1.0,100,22,4,28,20.296,531.4082505050505,0.035278280973398586,0.7221818181818181,53.64472330796133,120.0,33.912,61.064,0.5234386589526776,0.6550418493423675,0,0.38387163135157376,1.0
8,20,lt,0.2,1.0,100,18,4,29,21.708,530.2093131313131,0.03187980038244019,0.709050505050505,56.289205702647656,124.0,33.828,59.536,0.5357465434586257,0.6524173977972746,0,0.39042769857433807,1.0
9,20,lt,0.2,1.0,100,22,4,31,23.76,531.6555838383839,0.030500633540405168,0.7253333333333333,55.458905472636815,124.0,34.632,62.196,0.5252423698384201,0.6567136150234741,0,0.3667661691542289,1.0
10,20,lt,0.2,1.0,100,23,3,34,23.376,528.641785858586,0.026346946863953374,0.6753535353535354,59.24072948328268,129.0,33.912,59.32,0.5336812804453723,0.6568773234200743,0,0.39311043566362713,1.0
11,20,lt,0.2,1.0,100,15,4,28,19.944,533.0557010101011,0.037268234352274374,0.7547474747474747,54.965229768198455,123.0,33.688,60.424,0.5342405938432429,0.6510743487355011,0,0.3934526230174868,1.0
12,20,lt,0.2,1.0,100,15,3,29,20.172,532.029498989899,0.03430095575423614,0.7394343434343434,57.616236905721195,122.0,34.048,60.052,0.5406718783012888,0.6440281030444965,0,0.40108783239323126,1.0
13,20,lt,0.2,1.0,100,23,4,32,23.412,530.0119878787879,0.03003245449551993,0.7025050505050504,56.5484544695071,123.0,35.444,61.344,0.5222526285467377,0.6556511536957372,0,0.383249791144528,1.0
14,20,lt,0.2,1.0,100,17,4,28,19.068,532.7191474747476,0.03809043710064802,0.7461414141414141,56.0,123.0,32.712,59.244,0.5375698613123577,0.6531179433732847,0,0.3998037291462218,1.0
15,20,lt,0.2,1.0,100,27,3,35,24.008,528.5457737373738,0.027109308300603575,0.6708282828282828,57.407310704960835,124.0,34.96,60.956,0.5135977337110481,0.6546468401486989,0,0.38943562964450695,1.0
16,20,lt,0.2,1.0,100,25,4,33,24.492,530.9760323232324,0.029037216406983344,0.7135757575757576,53.819299323909036,122.0,35.484,63.084,0.522733918128655,0.6562130177514793,0,0.3609916000819504,1.0
17,20,lt,0.2,1.0,100,15,4,28,19.464,532.5141898989901,0.036818654294517264,0.7467878787878788,56.74436244362444,123.0,33.696,59.92,0.5400494874513962,0.650046685340803,0,0.39524395243952437,1.0
18,20,lt,0.2,1.0,100,25,4,33,23.832,529.9009737373739,0.02886177747320803,0.6953939393939393,56.05471124620061,125.0,35.78,62.176,0.5204001429081815,0.6605137963843958,0,0.36555217831813575,1.0
19,20,lt,0.2,1.0,100,20,4,30,21.092,532.2724888888889,0.034238169823237595,0.7358383838383838,54.2820152549177,121.0,33.16,61.036,0.5319581638582219,0.6504204892966361,0,0.3809714973906062,1.0
20,20,lt,0.2,1.0,100,20,4,32,22.932,530.9758262626264,0.03031065705301814,0.7136161616161616,58.280381416108746,125.0,33.164,60.144,0.5358220475756087,0.6504819058010547,0,0.39622641509433965,1.0
21,20,lt,0.2,1.0,100,23,4,31,23.968,530.5246101010102,0.029066947944044384,0.7102222222222222,57.31765643682742,126.0,35.396,62.152,0.5158260612335454,0.6539785768936496,0,0.3776404942208051,1.0
22,20,lt,0.2,1.0,100,19,4,28,19.112,530.3537898989899,0.035968938496113816,0.7044444444444443,57.632595573440646,121.0,32.508,58.552,0.5319989106753813,0.6469373709566414,0,0.4225352112676056,1.0
23,20,lt,0.2,1.0,100,20,4,32,21.988,532.9065858585859,0.03399012224310886,0.7513131313131314,52.55691554467564,121.0,34.816,62.848,0.5348451744142244,0.6546112115732369,0,0.3602611179110567,1.0
24,20,lt,0.2,1.0,100,18,4,26,20.332,532.6350424242424,0.03639572570553452,0.7442020202020203,55.99496170898831,122.0,33.656,61.068,0.526825741142444,0.6511070110701107,0,0.39439742039500203,1.0
25,20,lt,0.2,1.0,100,20,4,29,23.028,532.2358181818181,0.031691110775705,0.7357979797979799,55.660396237742646,123.0,33.996,61.784,0.5271424435437174,0.6589988958410011,0,0.3766259755853512,1.0
26,20,lt,0.2,1.0,100,19,4,28,20.772,532.2677494949496,0.035419203569803395,0.7384646464646464,54.08958499600958,121.0,34.372,61.332,0.5328664186182243,0.6576610617797091,0,0.3743016759776536,1.0
27,20,lt,0.2,0.98,98,35,4,43,28.96,525.5129649484536,0.021619691286271787,0.6188453608247423,59.69244935543278,128.0,36.532,60.964,0.5017216642754663,0.6581920903954802,0,0.37998772252915897,1.0
28,20,lt,0.2,1.0,100,25,4,33,24.452,530.3058868686869,0.027984870733371952,0.701010101010101,56.43548713793802,126.0,35.22,62.424,0.5240897388745862,0.654898157129001,0,0.3704678954830869,1.0
29,20,lt,0.2,1.0,100,15,4,28,19.772,534.9757777777778,0.03908814658407303,0.7831111111111111,56.2880557262856,121.0,32.864,60.98,0.5389151801965781,0.6421652421652422,0,0.39438639623028066,1.0
30,20,lt,0.2,1.0,100,21,3,31,24.344,531.326892929293,0.027997795836638674,0.7224242424242425,55.1344504288849,126.0,35.368,62.36,0.5338840446688083,0.6626065773447016,0,0.3556752443646519,1.0
31,20,lt,0.2,1.0,100,22,4,30,22.424,531.3593414141415,0.0313611452424254,0.7256161616161616,54.94494845360825,124.0,35.98,62.592,0.5182873090481787,0.6585508375535645,0,0.3736082474226804,1.0
32,20,lt,0.2,1.0,100,17,4,28,20.364,531.6844040404042,0.03571183796723696,0.7314747474747475,56.62277800744109,122.0,34.22,60.22,0.5342475288876514,0.6482169390787519,0,0.39747829681686647,1.0
33,20,lt,0.2,1.0,100,22,4,28,20.504,531.6993737373738,0.03508275081011735,0.7258989898989899,53.43052798729654,120.0,34.564,61.512,0.5185940246045694,0.6606334841628959,0,0.37693529178245333,1.0
34,20,lt,0.2,1.0,100,19,4,30,20.652,533.4870060606061,0.03652493065327714,0.7566464646464647,54.14189855930531,121.69999999999982,33.64,61.592,0.5345327484945357,0.6548405359501793,0,0.3731991316360766,1.0
35,20,lt,0.2,1.0,100,20,4,31,21.792,531.4128848484849,0.032894679451545485,0.7243232323232323,57.278483525208415,123.0,34.356,60.944,0.526376727693755,0.6499723807770208,0,0.39142516871774513,1.0
36,20,lt,0.2,1.0,100,19,4,31,22.236,531.8411595959595,0.03245845791193964,0.7333333333333333,55.52832919768404,123.0,34.54,61.408,0.5301724137931034,0.6542426645519429,0,0.380686517783292,1.0
37,20,lt,0.2,1.0,100,22,3,32,23.032,529.0089858585859,0.02784663131654676,0.6842020202020203,59.65430327868852,126.0,34.392,59.784,0.5318480234669647,0.6516936671575847,0,0.3985655737704918,1.0
38,20,lt,0.2,1.0,100,28,4,36,25.116,527.2848646464647,0.02595907022785038,0.6526464646464647,60.6745886654479,126.0,35.332,59.972,0.5138377641445127,0.6630824372759857,0,0.3963030672354256,1.0
39,20,lt,0.2,1.0,100,29,4,38,25.392,528.7455393939395,0.026060981117754244,0.6768484848484849,56.31831771975284,125.0,36.412,62.464,0.5184966403307982,0.6585365853658537,0,0.3709388080526211,1.0
0,20,ewma,0.2,1.0,100,20,4,30,21.5,533.5027838383838,0.03561222912687643,0.7604848484848485,54.12581731721815,122.0,34.232,61.9,0.4907992895204263,0.6755760368663595,0,0.3673469387755102,1.0
1,20,ewma,0.2,1.0,100,24,4,33,22.236,531.5874868686869,0.032897094272706685,0.7282020202020201,53.670429788076845,121.0,34.548,61.872,0.48977900552486187,0.6733695652173913,0,0.36977619330560507,1.0
2,20,ewma,0.2,1.0,100,19,4,30,20.736,533.5308242424244,0.03699195691717847,0.7641212121212121,53.51707609346914,121.0,34.52,62.236,0.48885259869355296,0.6700516986706057,0,0.3754743359296984,1.0
3,20,ewma,0.2,1.0,100,24,4,33,22.768,532.1017171717172,0.03258277051398795,0.7388686868686868,51.782625942086476,121.0,35.776,63.068,0.4939804937519049,0.6784249384741592,0,0.3480761602538675,1.0
4,20,ewma,0.2,1.0,100,18,4,28,20.128,533.9048404040404,0.03847405279803783,0.7725656565656566,54.266748116473224,121.0,35.2,62.368,0.4908685968819599,0.6675944333996023,0,0.3789452250050906,1.0
5,20,ewma,0.2,1.0,100,20,4,31,21.976,532.5445777777778,0.03420338324188928,0.7503434343434343,53.388056680161945,121.0,35.608,62.54,0.4938730853391685,0.676984126984127,0,0.3631578947368421,1.0
